Downloaded smart table from ecocyc for all compounds with added column for common name
"Compound"	"Common-Name"
ACETYLSERINE	"<i>O</i>-acetyl-L-serine"
CPD-8989	"L-methionine-(<i>S</i>)-<i>S</i>-oxide"
CPD-8990	"L-methionine-(<i>R</i>)-<i>S</i>-oxide"
CPD-9300	"<i>S</i>-ethyl-L-cysteine"
CPD-9175	"<i>N</i>-acetyl-L-cysteine"
ACETYL-GLU	"<i>N</i>-acetyl-L-glutamate"
CPD0-1617	"N-(phosphonacetyl)-L-aspartate"
CPD-7610	"soyasapogenol B"
CPD-9482	"soyasapogenol E"
INDOLE_PYRUVATE	"(indol-3-yl)pyruvate"
CPD-12164	"indolepropanol phosphate"
INDOLE	"indole"
NAD	"NAD<sup>+</sup>"
NADP	"NADP<sup>+</sup>"
NADH	"NADH"
NADPH	"NADPH"
CPD-21167	"monochlorobimane"
PENTACHLOROPHENOL	"pentachlorophenol"
CHLORALAN-CPD	"3-chloro-L-alanine"
3-CHLORO-D-ALANINE	"3-chloro-D-alanine"
CPD-520	"quercetin"
REDUCED-MENAQUINONE	"menaquinol-<i>8</i>"
UDP-4-AMINO-4-DEOXY-L-ARABINOSE	"UDP-4-amino-4-deoxy-&beta;-L-arabinopyranose"
CPD-609	"P<sup>1</sup>,P<sup>4</sup>-<i>bis</i>(5'-guanosyl) tetraphosphate"
ADENOSYL-P4	"P<sup>1</sup>,P<sup>4</sup>-<i>bis</i>(5'-adenosyl) tetraphosphate"
CPD-19513	"<i>bis</i>(5'-adenosyl) diphosphate"
CPD0-1137	"<i>P</i><sup>1</sup>,<i>P</i><sup>5</sup>-<i>bis</i>(5'-adenosyl) pentaphosphate"
OCTAPRENYL-METHYL-OH-METHOXY-BENZQ	"3-demethylubiquinol-<i>8</i>"
ADENOSINE5TRIPHOSPHO5ADENOSINE	"P<sup>1</sup>,P<sup>3</sup>-<i>bis</i>(5'-adenosyl) triphosphate"
GUANOSINE	"guanosine"
INOSINE	"inosine"
XANTHOSINE	"xanthosine"
ADENOSINE	"adenosine"
CMP	"CMP"
UMP	"UMP"
NMNH	"reduced &beta;-nicotinamide D-ribonucleotide"
NICOTINAMIDE_NUCLEOTIDE	"&beta;-nicotinamide D-ribonucleotide"
CPD-15392	"2'-deoxycytidine 3'-monophosphate"
CPD-15393	"2'-deoxyuridine 3'-monophosphate"
CPD-3732	"thymidine 3'-monophosphate"
CPD-15391	"2'-deoxyadenosine 3'-monophosphate"
CPD-15390	"2'-deoxyguanosine 3'-monophosphate"
TRANS-CIS-UNDECAPRENYL-GROUP	"<i>di-trans,octa-cis</i>-undecaprenyl group"
ADENOSINE_DIPHOSPHATE_RIBOSE	"ADP-D-ribose"
undecaprenyl	"all-<i>trans</i>-undecaprenyl group"
DOLICHOL-GROUP	"dolichol-group"
CPD-13118	"GDP-&beta;-L-fucose"
MONOTRANS-CIS-DECAPRENYL-GROUP	"mono-<i>trans</i>, poly-<i>cis</i>-decaprenyl group"
CPD-15916	"6-mercaptopurine"
CPD-5721	"thioguanine"
TRIMETHYLAMINE	"trimethylamine"
TRIMETHYLAMINE-N-O	"trimethylamine <i>N</i>-oxide"
ERYTHRITOL	"erythritol"
CPD0-2583	"GlcNAc-1,6-anhMurNAc-L-Ala-&gamma;-D-Glu-DAP-D-Ala-D-Ala"
PURINE	"purine"
7-AMINOMETHYL-7-DEAZAGUANINE	"preQ<sub>1</sub>"
CPD-16183	"N6-benzoyladenine"
CPD-15920	"2-aminopurine"
CPD0-2060	"2,6-diaminopurine"
CPD0-2377	"<i>N</i><sup>7</sup>-methylguanine"
3-Methyl-Adenines	"3-methyladenine"
N1-METHYLADENINE	"<i>N</i><sup>1</sup>-methyladenine"
CPD-13319	"3-methylguanine"
CPD-13320	"7-methyladenine"
1-ETHYLADENINE	"<i>N</i><sup>1</sup>-ethyladenine"
CPD0-1921	"an <i>N</i><sup>3</sup>-propylcytosine in DNA"
CPD0-2587	"anthraquinone-2-sulfonate"
GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE	"GDP-4-dehydro-6-deoxy-&beta;-L-galactose"
GDP-D-GLUCOSE	"GDP-&alpha;-D-glucose"
GDP-MANNOSE	"GDP-&alpha;-D-mannose"
GDP-4-DEHYDRO-6-DEOXY-D-MANNOSE	"GDP-4-dehydro-&alpha;-D-rhamnose"
ADP-D-GLYCERO-D-MANNO-HEPTOSE	"ADP-D-glycero-&beta;-D-<i>manno</i>-heptose"
ADP-L-GLYCERO-D-MANNO-HEPTOSE	"ADP-L-glycero-&beta;-D-<I>manno</I>-heptose"
ADP-MANNOSE	"ADP-mannose"
ADP-D-GLUCOSE	"ADP-&alpha;-D-glucose"
CPD0-1319	"5'-deoxyuridine"
CYTIDINE	"cytidine"
URIDINE	"uridine"
5-BETA-L-THREO-PENTAPYRANOSYL-4-ULOSE-	"UDP-&beta;-L-threo-pentapyranos-4-ulose"
UDP-MANNACA	"UDP-<i>N</i>-acetyl-&alpha;-D-mannosaminuronate"
UDP-N-ACETYL-D-GLUCOSAMINE	"UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine"
C1	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine"
C3	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl-D-alanyl-D-alanine"
UDP-MURNAC-TETRAPEPTIDE	"UDP-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine"
UDP-AAGM-DIAMINOHEPTANEDIOATE	"UDP-<I>N</I>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimelate"
DEOXYURIDINE	"2'-deoxyuridine"
THYMIDINE	"thymidine"
DEOXYCYTIDINE	"2'-deoxycytidine"
CPD-16020	"2-oxo-2'-deoxyadenosine"
CPD0-1322	"5'-amino-5'-deoxyuridine"
CPD0-2633	"5-bromo-2'-deoxyuridine"
CPD0-1320	"5'-azido-5-deoxyuridine"
2-THIOURIDINE	"2-thiouridine"
CPD0-1321	"5'-iodo-5'-deoxyuridine"
CPD0-1311	"5-fluoropyrimidin-2-one-ribonucleoside"
CPD0-1040	"7-methylinosine"
PHOSPHORIBOSYL-AMP	"1-(5-phospho-&beta;-D-ribosyl)-AMP"
CPD0-1042	"1-methylinosine"
CPD-15544	"<i>N</i><sup>7</sup>-methylguanosine"
PHOSPHORIBOSYL-ATP	"1-(5-phospho-&beta;-D-ribosyl)-ATP"
CPD0-1043	"1-methylguanosine"
CPD-497	"pseudouridine"
CH33ADO	"5'-deoxyadenosine"
CPD-14021	"UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine 3'-phosphate"
UDP-OHMYR-ACETYLGLUCOSAMINE	"UDP-3-<i>O</i>-[(3<i>R</i>)-3-hydroxymyristoyl]-<i>N</i>-acetyl-&alpha;-D-glucosamine"
UDP-GLUCURONATE	"UDP-&alpha;-D-glucuronate"
UDP-ACETYL-CARBOXYVINYL-GLUCOSAMINE	"UDP-<i>N</i>-acetyl-&alpha;-D-glucosamine-enolpyruvate"
CPD0-1456	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanine"
CPD0-1667	"phenyl-&beta;-D-glucoside"
CPD-14553	"UDP-&alpha;-D-galactose"
UDP-OHMYR-GLUCOSAMINE	"UDP-3-<i>O</i>-(3-hydroxymyristoyl)-&alpha;-D-glucosamine"
CPD-22525	"<i>p</i>-aminophenyl-&beta;-D-glucoside"
UDP-MANNAC	"UDP-<i>N</i>-acetyl-&alpha;-D-mannosamine"
UDP-D-GALACTO-14-FURANOSE	"UDP-&alpha;-D-galactofuranose"
OH-MYRISTOYL	"UDP-2-N,3-O-bis[(3R)-3-hydroxytetradecanoyl]-&alpha;-D-glucosamine"
CPD-209	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysine"
CPD-12575	"UDP-&alpha;-D-glucose"
UDP-N-ACETYLMURAMATE	"UDP-<i>N</i>-acetyl-&alpha;-D-muramate"
CPD-22115	"de(cyclohexane-1-carbonyl)-thiazinotrienomycin E"
UDP-D-GLUCOSAMINE	"UDP-&alpha;-D-glucosamine"
UDP-AA-GLUTAMATE	"UDP-<i>N</i>-acetyl-&alpha;-D-muramoyl-L-alanyl-D-glutamate"
CPD-22116	"de(cyclohexane-1-carbonyl-D-alanyl)-thiazinotrienomycin E"
CPD0-1337	"dihydro-UDP-N-acetylmuramate"
CPD-13962	"daunorubicin"
CPD-13973	"doxorubicin"
STREPTOMYCIN	"streptomycin"
THYMINE	"thymine"
CPD0-1327	"5-fluorouracil"
CPD0-1312	"pyrimidin-2-one-ribonucleoside"
4-CYTIDINE-5-DIPHOSPHO-2-C	"4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"
CDP-D-GLUCOSE	"CDP-&alpha;-D-glucose"
DTDP-DEOH-DEOXY-MANNOSE	"dTDP-4-dehydro-&beta;-L-rhamnose"
CPD0-2617	"dTDP-6-deoxy-&alpha;-D-glucose"
DTDP-RHAMNOSE	"dTDP-&beta;-L-rhamnose"
DTDP-D-GLUCOSE	"dTDP-&alpha;-D-glucose"
TDP-FUC4NAC	"dTDP-4-acetamido-4,6-dideoxy-&alpha;-D-galactose"
CPD0-2529	"2-aminofluorene"
UTP	"UTP"
CTP	"CTP"
CPD-3725	"uridine 2'3'-cyclic monophosphate"
TTP	"dTTP"
CPD0-1393	"2'-azido-2'-deoxyuridine-5'-diphosphate"
CPD-3713	"cytidine 2',3'-cyclic monophosphate"
PYRIMIDINE-RING	"pyrimidine"
CPD0-1388	"2-fluoro-dCTP"
DUMP	"dUMP"
CPD0-1343	"5-bromo-dCTP"
5-METHYLAMINOMETHYL-2-SELENOURIDINE	"5-methylaminomethyl-2-selenouridine"
DCTP	"dCTP"
CPD0-1314	"uridine-5'-diphosphate bromoacetol"
CYTOSINE	"cytosine"
CPD-3727	"cyclic 3'5'-uridine monophosphate"
UDP	"UDP"
CPD0-1394	"2'-chloro-2'-deoxyuridine-5'-diphosphate"
CPD-3723	"uridine 2'-monophosphate"
TDP	"dTDP"
CPD0-1390	"2'-chloro-dCTP"
CPD-3710	"cytidine 2'-monophosphate"
DUTP	"dUTP"
CPD0-1345	"hydroxymethyl-dCDP"
5-METHYLAMINOMETHYL-2-THIOURIDINE	"5-methylaminomethyl-2-thiouridine"
CPD0-1315	"uridine-5'-diphosphate chloroacetol"
DCDP	"dCDP"
A-HEP-1:5	"a-HEP-1:5"
CPD-3733	"cyclic 3',5'-thymidine monophosphate"
URACIL	"uracil"
B-HEP-1:5	"b-HEP-1:5"
CPD-3724	"uridine 3'-monophosphate"
TMP	"dTMP"
X-HEP-1:5	"x-HEP-1:5"
CPD0-1391	"2'-azido-dCTP"
CPD-3711	"cytidine-3'-monophosphate"
B-DXYL-PEN-1:5	"b-dxyl-PEN-1:5"
CPD0-1346	"hydroxymethyl-dCTP"
CDP	"CDP"
B-XXYL-PEN-1:5	"b-xxyl-PEN-1:5"
DUDP	"dUDP"
CPD0-1342	"5-mercaptodeoxyuridine"
A-DXYL-PEN-1:5	"a-dxyl-PEN-1:5"
DCMP	"dCMP"
CPD-4841	"dipicolinate"
X-DXYL-PEN-1:5	"x-dxyl-PEN-1:5"
A-LXYL-PEN-1:5	"a-lxyl-PEN-1:5"
X-DMAN-HEX-X:X	"x-dman-HEX-x:x"
B-DMAN-OCT-2:6_1:A_2:KETO_3:D	"b-dman-OCT-2:6|1:a|2:keto|3:d"
B-DMAN-HEX-1:5	"b-dman-HEX-1:5"
A-DMAN-HEX-1:5_6:D	"a-dman-HEX-1:5|6:d"
X-LMAN-HEX-1:5_6:D	"x-lman-HEX-1:5|6:d"
B-LMAN-HEX-1:5_6:D	"b-lman-HEX-1:5|6:d"
B-DMAN-HEX-1:5_6:A	"b-dman-HEX-1:5|6:a"
A-DMAN-OCT-2:6_1:A_2:KETO_3:D	"a-dman-OCT-2:6|1:a|2:keto|3:d"
A-DMAN-HEX-1:5	"a-dman-HEX-1:5"
X-DMAN-HEX-1:5	"x-dman-HEX-1:5"
B-DMAN-HEX-1:5_6:D	"b-dman-HEX-1:5|6:d"
A-LMAN-HEX-1:5_6:D	"a-lman-HEX-1:5|6:d"
A-DMAN-HEX-1:5_6:A	"a-dman-HEX-1:5|6:a"
X-LIDO-HEX-1:5_6:A	"x-lido-HEX-1:5|6:a"
CPD0-1930	"<i>N</i><sup>3</sup>-methylthymine"
A-DIDO-HEX-1:5_6:A	"a-dido-HEX-1:5|6:a"
CPD-12427	"7,8-dihydro-8-oxoguanine"
CPD0-1143	"azaguanine"
A-LIDO-HEX-1:5_6:A	"a-lido-HEX-1:5|6:a"
CPD-18019	"5,6-dihydroxycytosine"
CPD-18016	"5-hydroxycytosine"
B-DIDO-HEX-1:5_6:A	"b-dido-HEX-1:5|6:a"
CPD0-2458	"phosphonocytosine"
CPD-18012	"thymine glycol"
B-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D	"b-dgro-dgal-NON-2:6|1:a|2:keto|3:d"
CPD0-1931	"3,N<sup>4</sup>-ethenocytosine"
CPD-13043	"7-carboxy-7-deazaguanine"
X-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D	"x-dgro-dgal-NON-2:6|1:a|2:keto|3:d"
CPD0-1927	"1,<i>N</i><sup>6</sup>-ethenoadenine"
AMINO-RIBOSYLAMINO-1H-3H-PYR-DIONE	"5-amino-6-(D-ribitylamino)uracil"
A-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D	"a-dgro-dgal-NON-2:6|1:a|2:keto|3:d"
CPD-20033	"1,N<sup>2</sup>-ethenoguanine"
CPD-18017	"5-hydroxyuracil"
X-DGLC-HEX-1:5_6:D	"x-dglc-HEX-1:5|6:d"
CPD-18013	"uracil glycol"
CPD0-1932	"1-methylguanine"
B-XGLC-HEX-1:5_6:A	"b-xglc-HEX-1:5|6:a"
CPD-15921	"2-amino-6-hydroxyaminopurine"
CPD0-1929	"3-ethylcytosine"
B-DGLC-HEX-1:5	"b-dglc-HEX-1:5"
CPD-1086	"5-amino-6-(5-phospho-D-ribitylamino)uracil"
CPD-20034	"1,N<sup>6</sup>-ethanoadenine"
A-DGLC-HEX-1:5_6:A	"a-dglc-HEX-1:5|6:a"
CPD-18018	"5,6-dihydroxyuracil"
DI-H-URACIL	"5,6-dihydrouracil"
X-DGLC-HEX-1:5	"x-dglc-HEX-1:5"
CPD-18014	"5-hydroxy-6-hydrothymine"
CPD0-2018	"5-methylcytosine"
B-DGLC-HEX-1:5_6:A	"b-dglc-HEX-1:5|6:a"
CPD-15922	"6-hydroxyaminopurine"
A-DGLC-HEX-1:5_6:D	"a-dglc-HEX-1:5|6:d"
A-DGLC-HEX-1:4_6:A	"a-dglc-HEX-1:4|6:a"
X-DGLC-HEX-1:5_6:A	"x-dglc-HEX-1:5|6:a"
B-DGLC-HEX-1:5_6:D	"b-dglc-HEX-1:5|6:d"
A-XGLC-HEX-1:5	"a-xglc-HEX-1:5"
A-DGLC-HEX-1:5	"a-dglc-HEX-1:5"
O-DGAL-HEX-0:0_1:ALDI	"o-dgal-HEX-0:0|1:aldi"
B-DGAL-HEX-1:5_6:A	"b-dgal-HEX-1:5|6:a"
A-XGAL-HEX-1:5_6:A	"a-xgal-HEX-1:5|6:a"
A-DGAL-HEX-1:5_6:A	"a-dgal-HEX-1:5|6:a"
X-LGAL-HEX-1:5_6:D	"x-lgal-HEX-1:5|6:d"
X-DGAL-HEX-1:5	"x-dgal-HEX-1:5"
B-LGAL-HEX-1:5	"b-lgal-HEX-1:5"
B-DGAL-HEX-1:4	"b-dgal-HEX-1:4"
A-LGAL-HEX-1:5	"a-lgal-HEX-1:5"
4-HYDROXY-BENZYL-ALCOHOL	"4-hydroxybenzyl alcohol"
CPD-259	"4-aminophenol"
A-DGAL-HEX-1:4	"a-dgal-HEX-1:4"
X-DGAL-HEX-1:5_6:A	"x-dgal-HEX-1:5|6:a"
ETHYLENE-CMPD	"ethene"
B-LGAL-HEX-1:5_6:D	"b-lgal-HEX-1:5|6:d"
B-DGAL-HEX-1:5	"b-dgal-HEX-1:5"
A-LGAL-HEX-1:5_6:D	"a-lgal-HEX-1:5|6:d"
CPD-83	"<i>trans</i>-resveratrol"
A-DGAL-HEX-1:5	"a-dgal-HEX-1:5"
X-LGAL-HEX-1:5	"x-lgal-HEX-1:5"
CPD-11984	"mono-<i>trans</i>,octa-<i>cis</i>-decaprenyl diphosphate"
B-HEX-1:5_6:A	"b-HEX-1:5|6:a"
A-HEX-1:5	"a-HEX-1:5"
X-HEX-1:5	"x-HEX-1:5"
A-HEX-1:5_6:A	"a-HEX-1:5|6:a"
B-HEX-1:5	"b-HEX-1:5"
CPD-9483	"medicagenate"
CPD-9481	"hederagenin"
3-OCTAPRENYL-4-HYDROXYBENZOATE	"3-octaprenyl-4-hydroxybenzoate"
B-DARA-HEX-2:5_2:KETO	"b-dara-HEX-2:5|2:keto"
N-FORMYLMETHIONINE	"<i>N</i>-formyl-L-methionine"
A-DARA-HEX-2:5_2:KETO	"a-dara-HEX-2:5|2:keto"
X-LARA-PEN-1:4	"x-lara-PEN-1:4"
B-LARA-PEN-1:4	"b-lara-PEN-1:4"
CPD-424	"<i>N</i>-acetyl-L-histidine"
A-DARA-PEN-1:4	"a-dara-PEN-1:4"
CPD0-2015	"<i>N</i>-acetyl-L-methionine"
N-ALPHA-ACETYLORNITHINE	"<i>N</i>-acetyl-L-ornithine"
X-DARA-HEX-2:5_2:KETO	"x-dara-HEX-2:5|2:keto"
CPD-3738	"<i>N</i>-acetyl-DL-methionine"
A-LARA-PEN-1:4	"a-lara-PEN-1:4"
X-DARA-PEN-1:4	"x-dara-PEN-1:4"
SULFO-CYSTEINE	"<i>S</i>-sulfo-L-cysteine"
CPD-3740	"L-djenkolate"
X-PEN-1:4	"x-PEN-1:4"
CPD0-2538	"<i>meso</i>-lanthionine"
S-2-AMINOETHYL-L-CYSTEINE	"<i>S</i>-(2-aminoethyl)-L-cysteine"
B-PEN-1:5	"b-PEN-1:5"
CPD-3736	"lanthionine"
L-ARGININE-P	"<i>N</i><sup>&omega;</sup>-phospho-L-arginine"
CPD-3728	"O-phospho-L-tyrosine"
L-THREONINE-O-3-PHOSPHATE	"L-threonine 3-O-phosphate"
CPD-3729	"O-phospho-D-tyrosine"
CPD0-1442	"N-&alpha;-acetyl lysine methyl ester"
CPD0-1377	"serinamide"
CPD0-1335	"&beta;-fluoro-L-alanine"
CPD-821	"L-proline betaine"
CPD0-922	"4-fluoro-L-tryptophan"
CPD0-1475	"2-chloro-L-alanine"
CPD0-1378	"serine hydroxamate"
CPD-9035	"L-methionine-D,L-sulphoximine"
L-AZASERINE	"L-azaserine"
CPD-18649	"L-glutamate &gamma;-methyl ester"
CPD0-1636	"trifluoroalanine"
CPD0-1379	"serine methyl ester"
CPD0-1351	"L-threonine amide"
CPD0-1236	"<i>N</i>3-(4-methoxyfumaroyl)-L-2,3-diaminopropanoate"
S-ADENOSYLMETHIONINE	"<i>S</i>-adenosyl-L-methionine"
CPD-667	"<i>O</i>-acetyl-L-homoserine"
CPD0-2554	"(<i>R</i>)-S-adenosyl-L-methionine"
CPD0-915	"(L-aspartyl)adenylate"
SERYL-AMP	"(L-seryl)adenylate"
CARBAMYUL-L-ASPARTATE	"<i>N</i>-carbamoyl-L-aspartate"
N5-METHYLGLUTAMINE	"<i>N</i><sup>5</sup>-methyl-L-glutamine"
SARCOSINE	"sarcosine"
DIMETHYL-GLYCINE	"<i>N,N</i>-dimethylglycine"
CPD0-2101	"5,6,7,8-tetrahydromonapterin"
S-METHYL-L-CYSTEINE	"<i>S</i>-methyl-L-cysteine"
CPD0-1570	"<i>S</i>-methyl-D-cysteine"
6-PYRUVOYL-5678-TETRAHYDROPTERIN	"(6R)-6-pyruvoyl-5,6,7,8-tetrahydropterin"
CPD0-1699	"6-carboxy-5,6,7,8-tetrahydropterin"
CPD0-1952	"(R)-2-aminobutanoate"
CPD0-1942	"(S)-2-aminobutanoate"
CPD0-1086	"glutaminyl-&beta;-ketophosphonate-adenosine"
GLY	"glycine"
CPD-764	"phosphonoacetate"
CPD0-1562	"DL-selenocystine"
METHYL-ACETYLPHOSPHONATE	"methyl-acetylphosphonate"
CPD0-1884	"glutamyl-&beta;-ketophosphonate-adenosine"
CREATINE	"creatine"
CREATINE-P	"<i>N</i><sup>&omega;</sup>-phosphocreatine"
CPD0-1029	"&alpha;-D-glucose 1-methylene-phosphonate"
CPD-3731	"methylenediphosphonate"
D-SERINE	"D-serine"
D-ALANINE	"D-alanine"
CPD0-2099	"3,4,-dihydroxybutylphosphonate"
CPD-3633	"D-asparagine"
CPD-218	"D-methionine"
CPD0-1078	"phenylphosphonate"
D-THREONINE	"D-threonine"
D-CYSTEINE	"D-cysteine"
CPD-551	"phosphonoacetaldehyde"
CPD-3642	"D-valine"
CPD-219	"D-lysine"
CPD0-916	"aspartyl-phosphonate-adenosine"
GLUTAMIDE	"D-glutamine"
D-GLT	"D-glutamate"
CPD0-1563	"D-cystathionine"
CPD-302	"D-aspartate"
CPD-12150	"D-leucine"
CPD-644	"L-<i>threo</i>-3-phenylserine"
CPD-8855	"L-<i>erythro</i>-3-phenylserine"
CPD0-1546	"iodinated Bolton and Hunter derivative of ampicillin"
IODOACETAMIDE	"iodoacetamide"
IODOACETATE	"iodoacetate"
5-IODOPENTAPHOSPHONATE	"5-iodopentaphosphonate"
4-HYDROXY-BUTYRATE	"4-hydroxybutanoate"
4-AMINO-BUTYRALDEHYDE	"4-aminobutanal"
AGMATHINE	"agmatine"
2-3-DIHYDROXYBENZOATE	"2,3-dihydroxybenzoate"
CPD-110	"salicylate"
3-4-DIHYDROXYBENZOATE	"protocatechuate"
VANILLATE	"vanillate"
CPD-15326	"2-oxo-4-phenylbutanoate"
INDOLE-3-GLYCEROL-P	"(1<i>S</i>,2<i>R</i>)-1-C-(indol-3-yl)glycerol 3-phosphate"
CPD-12849	"(1<i>E</i>,3<i>E</i>)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate"
CPD-618	"(2<i>R</i>,3<i>S</i>)-2-methylisocitrate"
CPD-185	"(1<i>Z</i>,3<i>Z</i>)-4-hydroxybuta-1,3-diene-1,2,4-tricarboxylate"
CIS-ACONITATE	"<i>cis</i>-aconitate"
CPD-622	"(2<i>S</i>,3<i>S</i>)-2-methylcitrate"
CPD-225	"<i>trans</i>-aconitate"
CPD-1136	"<i>cis</i>-2-methylaconitate"
CPD-3571	"propane-1,2,3-tricarboxylate"
CARNITINE	"L-carnitine"
PICOLINATE	"picolinate"
OROTATE	"orotate"
GLUCOSAMINATE	"2-amino-2-deoxy-D-gluconate"
D-MANNONATE	"D-mannonate"
CPD-15127	"5-deoxy-D-glucuronate"
3-HYDROXYPHENYLACETATE	"3-hydroxyphenylacetate"
GLYCOLLATE	"glycolate"
GAMMA-BUTYROBETAINE	"&gamma;-butyrobetaine"
BETAINE	"glycine betaine"
PHOSPHO-ENOL-PYRUVATE	"phospho<i>enol</i>pyruvate"
L-PANTOATE	"(R)-pantoate"
GLUCONATE	"D-gluconate"
CPD-67	"2-phosphoglycolate"
3-KETOBUTYRATE	"acetoacetate"
2-ACETO-2-HYDROXY-BUTYRATE	"(<i>S</i>)-2-aceto-2-hydroxybutanoate"
ETHYL-ACETOACETATE	"ethyl-acetoacetate"
2-ACETO-LACTATE	"(<i>S</i>)-2-acetolactate"
MALONATE-S-ALD	"3-oxopropanoate"
4-OXALOMESACONATE	"(1<i>E</i>)-4-oxobut-1-ene-1,2,4-tricarboxylate"
CPD-19877	"D-erythronate"
CPD-633	"gentisate"
MESACONATE	"mesaconate"
CPD0-1271	"chelidamate"
CHORISMATE	"chorismate"
OXALATE	"oxalate"
CPD0-1272	"chelidonate"
CPD0-1267	"isophthalate"
CPD0-2184	"(2<i>Z</i>,4<i>E</i>,7<i>E</i>)-2-hydroxy-6-oxonona-2,4,7-triene-1,9-dioate"
CPD0-1269	"4-bromoisophthalate"
2-KETOGLUTARATE	"2-oxoglutarate"
CPD0-1367	"menaquinone-1"
ACET	"acetate"
FORMATE	"formate"
PROPIONATE	"propanoate"
PYRUVATE	"pyruvate"
CPD-9728	"menaquinone-<i>8</i>"
TYLOSIN	"tylosin"
CPD-15942	"josamycin"
CPD-12546	"3'-azido-3'-deoxythymidine 5'-phosphate"
DECOYININE	"decoyinine"
CPD-3570	"methyl &beta;-D-glucoside"
CPD-3582	"methyl &alpha;-D-glucoside"
CPD0-2499	"methyl &beta;-D-glucoside 6-phosphate"
CPD-16619	"methyl &alpha;-D-glucoside 6-phosphate"
CPD-11592	"2-methylsulfanyl-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA"
C4	"undecaprenyl-diphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-L-lysyl- D-alanyl-D-alanine"
CPD-15360	"2-sulfanyl-<i>N</i><sup>6</sup>-dimethylallyladenosine<sup>37</sup> in tRNA"
C5	"undecaprenyldiphospho-<i>N</i>-acetylmuramoyl-L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanyl-D-alanine"
CPD-2961	"D-gluconate 6-phosphate"
FRUCTOSELYSINE-6-PHOSPHATE	"N<sup>6</sup>-(6-phospho-D-fructosyl)-L-lysine"
DIHYDROXY-ACETONE-PHOSPHATE	"glycerone phosphate"
CARBOXYPHENYLAMINO-DEOXYRIBULOSE-P	"1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"
GLUCOSAMINE-1P	"&alpha;-D-glucosamine 1-phosphate"
ERYTHRONATE-4P	"4-phospho-D-erythronate"
CPD0-1286	"L-rhamnitol 1-phosphate"
PRPP	"5-phospho-&alpha;-D-ribose 1-diphosphate"
ERYTHROSE-4P	"D-erythrose 4-phosphate"
D-SEDOHEPTULOSE-1-7-P2	"D-sedoheptulose 1,7-bisphosphate"
2-PHOSPHO-4-CYTIDINE-5-DIPHOSPHO-2-C-MET	"2-phospho-4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol"
CPD0-1899	"reduced 3-acetylpyridine adenine dinucleotide"
CPD0-1222	"3-acetyl pyridine adenine dinucleotide"
CPD0-2573	"3-acetyl-NADH"
CPD0-1223	"pyridine 3-aldehyde adenine dinucleotide"
CPD-18085	"1,2-dihydro-&beta;-NADP"
DEAMIDO-NAD	"nicotinate adenine dinucleotide"
CPD0-1364	"3-pyridinecarboxaldehyde adenine dinucleotide"
CPD0-1117	"nicotinamide hypoxanthine dinucleotide"
CPD0-1094	"8-oxo-dADP"
GUANOSINE_TETRAPHOSPHATE	"guanosine tetraphosphate"
CPD-20036	"1-methyl-dATP"
CPD0-2643	"2-hydroxy-dADP"
CPD-15019	"8-hydroxy-dADP"
CPD0-2585	"immucillin-A 5'-triphosphate"
CPD-1094	"5-methyl-dCTP"
CPD0-2080	"arabinouracil 5'-monophosphate"
8-HYDROXYDEOXYGUANOSINE-5-TRIPHOSPHAT	"8-hydroxy-dGTP"
CPD0-1139	"vidarabine phosphate"
PSEUDOURIDINE-5-P	"pseudouridine 5'-phosphate"
CPD-602	"5-amino-6-(5-phospho-D-ribosylamino)uracil"
GDP-TP	"pppGpp"
CPD-15158	"5-hydroxy-CMP"
CPD0-2634	"pGp"
CPD-13851	"2-hydroxy-dATP"
CPD0-2549	"5-methyl-CTP"
ADENYLOSUCC	"adenylo-succinate"
CPD0-1194	"5'-D-arabinosyladenine triphosphate"
