"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Names"
EG11191	"b3641"	3814494	3815090	EG11191-MONOMER	"slmA" // "yicB" // "ttk" // "b3641" // "ECK3631"
G7147	"b2175"	2269979	2270545	G7147-MONOMER	"mepS" // "yeiV" // "spr" // "b2175" // "ECK2169"
EG10599	"b4143"	4371025	4372671	EG10599-MONOMER	"groL" // "groEL" // "mopA" // "b4143" // "ECK4137"
G6904	"b1678"	1757721	1758725	G6904-MONOMER	"ldtE" // "ynhG" // "b1678" // "ECK1674"
EG10203	"b0839"	880727	881929	EG10203-MONOMER	"dacC" // "b0839" // "ECK0829"
G6571	"b1113"	1169412	1170374	G6571-MONOMER	"ldtC" // "ycfS" // "b1113" // "ECK1099"
G7680	"b3232"	3378870	3379997	G7680-MONOMER	"zapE" // "yhcM" // "b3232" // "ECK3221"
G6422	"b0819"	854824	855744	G6422-MONOMER	"ldtB" // "ybiS" // "b0819" // "ECK0809"
EG12111	"b2742"	2867614	2868753	EG12111-MONOMER	"nlpD" // "b2742" // "ECK2737"
EG11069	"b3811"	3996287	3997183	EG11069-MONOMER	"xerC" // "b3811" // "ECK3806"
EG10596	"b1176"	1225385	1226080	EG10596-MONOMER	"minC" // "minB" // "b1176" // "ECK1164"
EG10013	"b1856"	1940313	1941635	EG10013-MONOMER	"mepM" // "yebA" // "b1856" // "ECK1857"
G7424	"b2748"	2872509	2872820	G7424-MONOMER	"ftsB" // "ygbQ" // "b2748" // "ECK2743"
G7265	"b2430"	2548102	2549406	G7265-MONOMER	"yfeW" // "b2430" // "ECK2425"
EG11878	"b3928"	4118515	4118760	EG11878-MONOMER	"zapB" // "yiiU" // "b3928" // "ECK3920"
EG11373	"b2558"	2695801	2697357	EG11373-MONOMER	"mltF" // "yfhD" // "b2558" // "ECK2556"
EG10347	"b0095"	105305	106456	EG10347-MONOMER	"ftsZ" // "sfiB" // "sulB" // "b0095" // "ECK0096"
EG10246	"b0211"	232597	233955	EG10246-MONOMER	"mltD" // "yafG" // "dniR" // "b0211" // "ECK0211"
G6486	"b0946"	1005952	1006494	G6486-MONOMER	"zapC" // "ycbW" // "b0946" // "ECK0937"
EG10950	"b4392"	4630733	4632670	EG10950-MONOMER	"slt" // "sltY" // "b4392" // "ECK4384"
EG10748	"b3396"	3522871	3525423	EG10748-MONOMER	"mrcA" // "ponA" // "b3396" // "ECK3383"
G7652	"b3158"	3301485	3302480	G7652-MONOMER	"yhbU" // "b3158" // "ECK3146"
EG10344	"b0089"	98403	99647	EG10344-MONOMER	"ftsW" // "b0089" // "ECK0090"
G7410	"b2701"	2824491	2825576	G7410-MONOMER	"mltB" // "slt" // "b2701" // "ECK2696"
EG11376	"b3017"	3161257	3162669	EG11376-MONOMER	"ftsP" // "sui" // "sufI" // "b3017" // "ECK3008"
EG10956	"b1272"	1329332	1330381	EG10956-MONOMER	"sohB" // "b1272" // "ECK1266"
EG10340	"b3463"	3602079	3602747	FTSE-MONOMER	"ftsE" // "b3463" // "ECK3447"
G7457	"b2813"	2946081	2947178	G7457-MONOMER	"mltA" // "ygdM" // "mlt" // "b2813" // "ECK2809"
EG12371	"b3163"	3308040	3308924	EG12371-MONOMER	"nlpI" // "yhbM" // "b3163" // "ECK3151"
G7248	"b2385"	2505547	2506632	G7248-MONOMER	"ypdF" // "b2385" // "ECK2381"
EG11203	"b3865"	4050133	4050765	EG11203-MONOMER	"yihA" // "engB" // "b3865" // "ECK3857"
EG10565	"b0403"	422518	424332	MALTODEXGLUCOSID-MONOMER	"malZ" // "b0403" // "ECK0397"
EG10600	"b4142"	4370688	4370981	EG10600-MONOMER	"groS" // "groES" // "mopB" // "b4142" // "ECK4136"
EG12198	"b1733"	1816386	1817135	EG12198-MONOMER	"chbG" // "celG" // "ydjC" // "b1733" // "ECK1731"
EG10237	"b4361"	4600238	4600975	EG10237-MONOMER	"dnaC" // "dnaD" // "b4361" // "ECK4351"
EG11316	"b3571"	3737497	3739527	ALPHA-AMYL-PERI-MONOMER	"malS" // "b3571" // "ECK3560"
EG12045	"b2184"	2280632	2282392	EG12045-MONOMER	"radD" // "yejJ" // "yejI" // "yejH" // "b2184" // "ECK2178"
EG10560	"b3417"	3550080	3552473	MALDEXPHOSPHORYL-MONOMER	"malP" // "malA" // "blu" // "b3417" // "ECK3404"
G6939	"b1743"	1825140	1825625	G6939-MONOMER	"spy" // "b1743" // "ECK1741"
EG12258	"b3531"	3689155	3690261	EG12258-MONOMER	"bcsZ" // "bcsC" // "yhjM" // "b3531" // "ECK3516"
G6171	"b0301"	317726	318319	G6171-MONOMER	"rclC" // "ykgB" // "b0301" // "ECK0301"
EG11387	"b1927"	2006156	2007643	ALPHA-AMYL-CYTO-MONOMER	"amyA" // "yedC" // "b1927" // "ECK1926"
EG31116	"b4458"	4158285	4158394	OXYS-RNA	"oxyS" // "b4458" // "ECK3952"
EG10561	"b3416"	3547986	3550070	AMYLOMALT-MONOMER	"malQ" // "malA" // "b3416" // "ECK3403"
G7530	"b2954"	3096681	3097274	G7530-MONOMER	"rdgB" // "yggV" // "b2954" // "ECK2949"
G6647	"b1309"	1370216	1371895	G6647-MONOMER	"ycjM" // "b1309" // "ECK1304"
EG12209	"b0624"	657555	657938	EG12209-MONOMER	"crcB" // "ybeI" // "b0624" // "ECK0617"
EG11862	"b3898"	4089855	4090925	EG11862-MONOMER	"frvX" // "yiiI" // "b3898" // "ECK3891"
G7323	"b2520"	2647326	2652287	G7323-MONOMER	"yfhM" // "b2520" // "ECK2516"
G6634	"b1266"	1323220	1324101	G6634-MONOMER	"yciV" // "trpH" // "b1266" // "ECK1260"
G6615	"b1178"	1227071	1227472	G6615-MONOMER	"pliG" // "ycgK" // "b1178" // "ECK1166"
G7487	"b2868"	3003489	3003968	G7487-MONOMER	"xdhC" // "ygeU" // "b2868" // "ECK2864"
G6173	"b0303"	318331	318567	G6173-MONOMER	"rclB" // "ykgI" // "b0303" // "ECK0302"
G7500	"b2881"	3021316	3024186	G7500-MONOMER	"xdhD" // "ygfN" // "b2881" // "ECK2877"
G0-10716	"b4706"	2668006	2668071	MONOMER0-4224	"iroK" // "b4706" // "ECK4518"
G7485	"b2866"	3000345	3002603	G7485-MONOMER	"xdhA" // "ygeS" // "b2866" // "ECK2862"
G7564	"b3011"	3155355	3156518	G7564-MONOMER	"yqhD" // "b3011" // "ECK3003"
G7486	"b2867"	3002614	3003492	G7486-MONOMER	"xdhB" // "ygeT" // "b2867" // "ECK2863"
EG12244	"b3518"	3667791	3669188	EG12244-MONOMER	"yhjA" // "b3518" // "ECK3503"
EG11702	"b3996"	4196903	4197676	EG11702-MONOMER	"nudC" // "yjaD" // "b3996" // "ECK3988"
G7398	"b2668"	2797520	2798044	G7398-MONOMER	"ygaP" // "b2668" // "ECK2662"
G6174	"b0304"	318676	320001	G6174-MONOMER	"rclA" // "ykgC" // "b0304" // "ECK0303"
G6104	"b0220"	240343	240816	G6104-MONOMER	"ivy" // "ykfE" // "b0220" // "ECK0221"
G7649	"b3155"	3299966	3300268	G7649-MONOMER	"yhbQ" // "b3155" // "ECK3143"
EG10611	"b2113"	2193059	2194168	EG10611-MONOMER	"mrp" // "b2113" // "ECK2106"
EG11828	"b3856"	4040906	4041433	EG11828-MONOMER	"mobB" // "yihC" // "b3856" // "ECK3848"
EG12211	"b3459"	3597984	3598367	EG12211-MONOMER	"panZ" // "livL" // "panM" // "yhhK" // "b3459" // "ECK3443"
G6236	"b0419"	437161	438135	G6236-MONOMER	"yajO" // "b0419" // "ECK0413"
EG11389	"b1926"	2005713	2006078	EG11389-MONOMER	"fliT" // "b1926" // "ECK1925"
EG10322	"b1944"	2019618	2020082	EG10322-MONOMER	"fliL" // "flaQI" // "flaAI" // "cheC1" // "b1944" // "ECK1942"
G6971	"b1785"	1870385	1871860	G6971-MONOMER	"cdgI" // "yeaI" // "b1785" // "ECK1783"
G360	"b1075"	1131854	1132549	G360-MONOMER	"flgD" // "flaFIV" // "flaV" // "b1075" // "ECK1060"
EG11347	"b1938"	2013229	2014887	FLIF-FLAGELLAR-MS-RING	"fliF" // "flaAII.1" // "flaBI" // "b1938" // "ECK1936"
EG10319	"b1891"	1977266	1977844	MONOMER0-2488	"flhC" // "flaI" // "b1891" // "ECK1892"
G357	"b1072"	1130204	1130863	G357-MONOMER	"flgA" // "flaU" // "b1072" // "ECK1057"
EG12396	"b2067"	2143266	2146583	EG12396-MONOMER	"dgcE" // "yegE" // "b2067" // "ECK2061"
EG11034	"b4355"	4591657	4593312	TSR-MONOMER	"tsr" // "cheD" // "b4355" // "ECK4345"
EG10149	"b1887"	1972836	1973339	CHEW-MONOMER	"cheW" // "b1887" // "ECK1888"
G379	"b1943"	2018386	2019513	G379-MONOMER	"fliK" // "flaE" // "b1943" // "ECK1941"
EG11975	"b1948"	2021869	2022606	EG11975-MONOMER	"fliP" // "flaR" // "b1948" // "ECK1946"
EG10987	"b1885"	1969383	1970984	TAP-MONOMER	"tap" // "b1885" // "ECK1886"
EG10146	"b1888"	1973360	1975324	MONOMER0-4206 // CHEA-SMALL // PROTEIN-CHEA	"cheA" // "b1888" // "ECK1889"
G369	"b1071"	1129835	1130128	G369-MONOMER	"flgM" // "b1071" // "ECK1056"
EG11208	"b4017"	4220301	4222487	EG11208-MONOMER	"arpA" // "arp" // "yjaC" // "b4017" // "ECK4009"
EG11654	"b1939"	2014880	2015875	FLIG-FLAGELLAR-SWITCH-PROTEIN	"fliG" // "flaAII.2" // "flaBII" // "b1939" // "ECK1937"
EG12221	"b3475"	3612969	3613556	EG12221-MONOMER	"acpT" // "yhhU" // "b3475" // "ECK3459"
EG10601	"b1890"	1976252	1977139	MOTA-FLAGELLAR-MOTOR-STATOR-PROTEIN	"motA" // "flaJ" // "b1890" // "ECK1891"
EG10276	"b3256"	3405917	3407266	BIOTIN-CARBOXYL-MONOMER	"accC" // "fabG" // "b3256" // "ECK3243"
G7572	"b3022"	3168248	3168544	G7572-MONOMER	"mqsR" // "ygiU" // "b3022" // "ECK3013"
EG11531	"b1661"	1741413	1742561	CFA-MONOMER	"cfa" // "cdfA" // "b1661" // "ECK1657"
G364	"b1079"	1135564	1136262	FLGH-FLAGELLAR-L-RING	"flgH" // "flaFVIII" // "flaY" // "b1079" // "ECK1064"
EG10247	"b2563"	2700618	2700998	HOLO-ACP-SYNTH-MONOMER	"acpS" // "dpj" // "b2563" // "ECK2561"
EG10323	"b1945"	2020087	2021091	FLIM-FLAGELLAR-C-RING-SWITCH	"fliM" // "flaQ" // "fla" // "flaQII" // "flaAII" // "flaA" // "cheC2" // "b1945" // "ECK1943"
EG11284	"b0180"	202101	202556	FABZ-MONOMER	"fabZ" // "sfhC21" // "sabA1" // "sefA" // "yaeA" // "b0180" // "ECK0179"
G6972	"b1786"	1872041	1873531	G6972-MONOMER	"dgcJ" // "yeaJ" // "b1786" // "ECK1784"
EG12606	"b1095"	1151939	1153180	3-OXOACYL-ACP-SYNTHII-MONOMER	"fabF" // "vtr" // "cvc" // "fabJ" // "vtrB" // "b1095" // "ECK1081"
G361	"b1076"	1132574	1133782	G361-MONOMER	"flgE" // "flaFV" // "flaK" // "b1076" // "ECK1061"
EG10277	"b1091"	1148759	1149712	FABH-MONOMER	"fabH" // "b1091" // "ECK1077"
EG11355	"b1922"	2001070	2001789	EG11355-MONOMER	"fliA" // "rpoF" // "flaD" // "b1922" // "ECK1921"
EG11647	"b0185"	208621	209580	CARBOXYL-TRANSFERASE-ALPHA-MONOMER	"accA" // "b0185" // "ECK0184"
EG10320	"b1892"	1977847	1978197	EG10320-MONOMER	"flhD" // "flbB" // "b1892" // "ECK1893"
EG10273	"b0954"	1015952	1016470	FABA-MONOMER	"fabA" // "b0954" // "ECK0945"
G6776	"b1481"	1556065	1556280	G6776-MONOMER	"bdm" // "yddX" // "b1481" // "ECK1475"
EG11448	"b4069"	4285413	4287371	ACS-MONOMER	"acs" // "yfaC" // "acsA" // "b4069" // "ECK4062"
G358	"b1073"	1131018	1131434	FLGB-FLAGELLAR-MOTOR-ROD-PROTEIN	"flgB" // "flbA" // "b1073" // "ECK1058"
EG10217	"b2316"	2433012	2433926	CARBOXYL-TRANSFERASE-BETA-MONOMER	"accD" // "dedB" // "usg" // "b2316" // "ECK2310"
EG12403	"b1218"	1272507	1273202	EG12403-MONOMER	"chaC" // "b1218" // "ECK1212"
EG11317	"b1092"	1149728	1150657	MALONYL-COA-ACP-TRANSACYL-MONOMER	"fabD" // "tfpA" // "tpfA" // "b1092" // "ECK1078"
EG11224	"b1947"	2021504	2021869	EG11224-MONOMER	"fliO" // "flbD" // "b1947" // "ECK1945"
G36	"b3081"	3231665	3233683	DIENOYLCOAREDUCT-MONOMER	"fadH" // "ygjL" // "b3081" // "ECK3071"
EG10150	"b1882"	1967048	1967437	MONOMER0-4170 // PHOSPHO-CHEY // CHEY-MONOMER	"cheY" // "b1882" // "ECK1883"
EG10274	"b2323"	2440385	2441605	FABB-MONOMER	"fabB" // "fabC" // "b2323" // "ECK2317"
G6532	"b1025"	1092876	1094234	G6532-MONOMER	"dgcT" // "ycdT" // "b1025" // "ECK1015"
EG11528	"b1288"	1350251	1351039	ENOYL-ACP-REDUCT-NADH-MONOMER	"fabI" // "envM" // "gts" // "qmeA" // "b1288" // "ECK1283"
EG12002	"b2121"	2207967	2209103	EG12002-MONOMER	"yehP" // "b2121" // "ECK2113"
EG11318	"b1093"	1150670	1151404	3-OXOACYL-ACP-REDUCT-MONOMER	"fabG" // "b1093" // "ECK1079"
EG10988	"b1886"	1971030	1972691	TAR-MONOMER	"tar" // "cheM" // "b1886" // "ECK1887"
EG10147	"b1883"	1967452	1968501	PHOSPHO-CHEB // CHEB-MONOMER	"cheB" // "b1883" // "ECK1884"
G370	"b1879"	1962972	1965050	G370-MONOMER	"flhA" // "flaH" // "b1879" // "ECK1880"
EG11656	"b1940"	2015868	2016554	EG11656-MONOMER	"fliH" // "flaAII.3" // "flaBIII" // "b1940" // "ECK1938"
EG10602	"b1889"	1975329	1976255	MOTB-FLAGELLAR-MOTOR-STATOR-PROTEIN	"motB" // "flaJ" // "b1889" // "ECK1890"
G7595	"b3072"	3217556	3219076	G7595-MONOMER	"aer" // "yqjJ" // "air" // "b3072" // "ECK3062"
G365	"b1080"	1136274	1137371	FLGI-FLAGELLAR-P-RING	"flgI" // "flaFIX" // "flaM" // "b1080" // "ECK1065"
EG11545	"b1083"	1140033	1140986	EG11545-MONOMER	"flgL" // "flaT" // "b1083" // "ECK1068"
EG10324	"b1946"	2021088	2021501	FLIN-FLAGELLAR-C-RING-SWITCH	"fliN" // "motD" // "b1946" // "ECK1944"
G7049	"b1956"	2026323	2028017	G7049-MONOMER	"dgcQ" // "yedQ" // "b1956" // "ECK1954"
G362	"b1077"	1133802	1134557	FLGF-FLAGELLAR-MOTOR-ROD-PROTEIN	"flgF" // "flaFVI" // "flaX" // "b1077" // "ECK1062"
EG11388	"b1925"	2005303	2005713	EG11388-MONOMER	"fliS" // "b1925" // "ECK1924"
EG10321	"b1923"	2002110	2003606	EG10321-MONOMER	"fliC" // H // "flaF" // "hag" // "b1923" // "ECK1922"
G359	"b1074"	1131438	1131842	FLGC-FLAGELLAR-MOTOR-ROD-PROTEIN	"flgC" // "flaFIII" // "flaW" // "b1074" // "ECK1059"
EG11346	"b1937"	2012700	2013014	EG11346-MONOMER	"fliE" // "fla" // "flaAI" // "flaN" // "b1937" // "ECK1935"
EG10151	"b1881"	1966393	1967037	CHEZ-MONOMER	"cheZ" // "b1881" // "ECK1882"
G6562	"b1070"	1129414	1129830	G6562-MONOMER	"flgN" // "b1070" // "ECK1055"
EG12880	"b2604"	2742383	2743609	EG12880-MONOMER	"dgcN" // "yfiN" // "b2604" // "ECK2601"
EG11018	"b1421"	1492470	1494110	TRG-MONOMER	"trg" // "b1421" // "ECK1415"
EG10148	"b1884"	1968504	1969364	CHER-MONOMER	"cheR" // "cheX" // "b1884" // "ECK1885"
G378	"b1942"	2017946	2018389	G378-MONOMER	"fliJ" // "flaO" // "b1942" // "ECK1940"
EG11967	"b1082"	1138378	1140021	EG11967-MONOMER	"flgK" // "flaS" // "b1082" // "ECK1067"
G6275	"b0505"	532451	532933	G6275-MONOMER	"allA" // "glxA2" // "ybbT" // "b0505" // "ECK0498"
EG10841	"b1924"	2003872	2005278	EG10841-MONOMER	"fliD" // "flbC" // "rfs" // "b1924" // "ECK1923"
EG10383	"b3870"	4056625	4058034	ADENYLYL-GS // GLUTAMINESYN-MONOMER	"glnA" // "b3870" // "ECK3863"
G366	"b1081"	1137371	1138312	G366-MONOMER	"flgJ" // "flaZ" // "b1081" // "ECK1066"
G6944	"b1748"	1830762	1831982	SUCCORNTRANSAM-MONOMER	"astC" // "ydjW" // "argM" // "cstC" // "b1748" // "ECK1746"
EG11643	"b1535"	1622960	1623850	EG11643-MONOMER	"dgcZ" // "ydeG" // "ydeH" // "b1535" // "ECK1528"
EG12191	"b0450"	472598	472936	URIDYLYL-PII2 // PROTEIN-PII2	"glnK" // "ybaI" // "b0450" // "ECK0444"
EG10554	"b4034"	4245229	4246419	MALE-MONOMER	"malE" // "b4034" // "ECK4026"
G6522	"b1011"	1072171	1072863	G6522-MONOMER	"rutB" // "ycdL" // "b1011" // "ECK1002"
G7354	"b2603"	2741875	2742393	G7354-MONOMER	"yfiR" // "b2603" // "ECK2600"
G6519	"b1008"	1070365	1070955	G6519-MONOMER	"rutE" // "ycdI" // "b1008" // "ECK0999"
G363	"b1078"	1134729	1135511	FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN	"flgG" // "flaFVII" // "flaL" // "b1078" // "ECK1063"
G6286	"b0517"	545314	546363	G6286-MONOMER	"allD" // "glxB8" // "ylbC" // "b0517" // "ECK0510"
EG10571	"b2783"	2911091	2911339	EG10571-MONOMER	"mazE" // "chpAI" // "chpR" // "b2783" // "ECK2777"
G6281	"b0512"	539147	540508	G6281-MONOMER	"allB" // "glxB3" // "ybbX" // "b0512" // "ECK0505"
EG12634	"b2761"	2884553	2887219	EG12634-MONOMER	"cas3" // "ygcB" // "b2761" // "ECK2756"
EG10384	"b2553"	2687070	2687408	URIDYLYL-PII // PROTEIN-PII	"glnB" // "b2553" // "ECK2550"
G7430	"b2760"	2882630	2884138	G7430-MONOMER	"casA" // "ygcL" // "cse1" // "b2760" // "ECK2755"
EG12345	"b1539"	1627517	1628263	EG12345-MONOMER	"ydfG" // "b1539" // "ECK1532"
EG11433	"b4219"	4441538	4442176	EG11433-MONOMER	"msrA" // "pms" // "pmsR" // "b4219" // "ECK4215"
G6523	"b1012"	1072863	1074011	G6523-MONOMER	"rutA" // "ycdM" // "b1012" // "ECK1003"
G7427	"b2757"	2880374	2881048	G7427-MONOMER	"casD" // "ygcI" // "cas5e" // "b2757" // "ECK2752"
G6520	"b1009"	1070965	1071765	G6520-MONOMER	"rutD" // "ycdJ" // "b1009" // "ECK1000"
EG11250	"b4224"	4448447	4448698	EG11250-MONOMER	"chpS" // "chpBI" // "yjfB" // "b4224" // "ECK4220"
G6457	"b0873"	912162	913814	G6457-MONOMER	"hcp" // "priS" // "ybjW" // "b0873" // "ECK0864"
G6665	"b1329"	1393227	1394840	G6665-MONOMER	"mppA" // "ynaH" // "b1329" // "ECK1326"
G6284	"b0515"	543261	544046	G6284-MONOMER	"allE" // "glxB6" // "ylbA" // "ughY" // "b0515" // "ECK0508"
EG10678	"b1247"	1305764	1306768	OPPF-MONOMER	"oppF" // "b1247" // "ECK1241"
EG10403	"b3212"	3354725	3359185	GLUSYNLARGE-MONOMER	"gltB" // "psiQ" // "ossB" // "aspB" // "b3212" // "ECK3202"
G0-9121	"b4539"	2089211	2089465	MONOMER0-1041	"yoeB" // "b4539" // "ECK2011"
G7596	"b3073"	3219494	3220873	G7596-MONOMER	"patA" // "oat" // "pat" // "ygjG" // "b3073" // "ECK3063"
EG10675	"b1244"	1302899	1303819	OPPB-MONOMER	"oppB" // "b1244" // "ECK1238"
EG10176	"b0339"	358799	359458	CARBODEHYDRAT-MONOMER	"cynT" // "b0339" // "ECK0336"
EG12844	"b2017"	2089462	2089713	EG12844-MONOMER	"yefM" // "b2017" // "ECK2012"
G6755	"b1444"	1515578	1517002	G6755-MONOMER	"patD" // "prr" // "ydcW" // "b1444" // "ECK1438"
G7688	"b3243"	3389520	3390449	G7688-MONOMER	"aaeR" // "yhcS" // "qseA" // "b3243" // "ECK3232"
EG12188	"b2829"	2966188	2968434	MONOMER0-4291 // EG12188-MONOMER	"ptsP" // "ygdO" // "ygdF" // "b2829" // "ECK2825"
EG11489	"b1042"	1104447	1104902	EG11489-MONOMER	"csgA" // "b1042" // "ECK1028"
G6521	"b1010"	1071773	1072159	G6521-MONOMER	"rutC" // "ycdK" // "b1010" // "ECK1001"
G7428	"b2758"	2881051	2882142	G7428-MONOMER	"casC" // "ygcJ" // "cse4" // "cas7" // "b2758" // "ECK2753"
G6518	"b1007"	1069860	1070354	G6518-MONOMER	"rutF" // "ycdH" // "b1007" // "ECK0998"
EG11252	"b0923"	975622	976326	EG11252-MONOMER	"mukE" // "kicA" // "ycbA" // "b0923" // "ECK0914"
EG10724	"b4093"	4315104	4315538	EG10724-MONOMER	"phnO" // "b4093" // "ECK4086"
G7425	"b2755"	2878855	2879772	G7425-MONOMER	"cas1" // "ygbT" // "b2755" // "ECK2750"
G6285	"b0516"	544057	545292	G6285-MONOMER	"allC" // "glxB7" // "ylbB" // "b0516" // "ECK0509"
EG11244	"b2922"	3067340	3068080	EG11244-MONOMER	"yggE" // "b2922" // "ECK2918"
EG10404	"b3213"	3359198	3360616	GLUSYNSMALL-MONOMER	"gltD" // "psiQ" // "ossB" // "aspB" // "b3213" // "ECK3203"
EG10676	"b1245"	1303834	1304742	OPPC-MONOMER	"oppC" // "b1245" // "ECK1239"
EG11403	"b2502"	2625115	2626656	PPX-MONOMER	"ppx" // "b2502" // "ECK2498"
EG12845	"b2754"	2878569	2878853	EG12845-MONOMER	"cas2" // "ygbF" // "b2754" // "ECK2749"
EG10725	"b4092"	4314344	4315102	EG10725-MONOMER	"phnP" // "b4092" // "ECK4085"
EG11933	"b4050"	4262840	4263082	EG11933-MONOMER	"pspG" // "yjbO" // "b4050" // "ECK4042"
EG11048	"b3450"	3588110	3589180	UGPC-MONOMER	"ugpC" // "b3450" // "ECK3434"
G7429	"b2759"	2882155	2882637	G7429-MONOMER	"casB" // "ygcK" // "cse2" // "b2759" // "ECK2754"
EG10721	"b4096"	4317215	4317895	PHNL-MONOMER	"phnL" // "b4096" // "ECK4089"
EG11398	"b3510"	3656408	3656740	EG11398-MONOMER	"hdeA" // "yhiB" // "yhhC" // "b3510" // "ECK3494"
EG10718	"b4099"	4319599	4320663	EG10718-MONOMER	"phnI" // "b4099" // "ECK4092"
G7426	"b2756"	2879788	2880387	G7426-MONOMER	"casE" // "ygcH" // "cse3" // "cas6e" // "b2756" // "ECK2751"
EG10755	"b4226"	4449122	4449652	INORGPYROPHOSPHAT-MONOMER	"ppa" // "b4226" // "ECK4222"
EG11249	"b2782"	2910756	2911091	EG11249-MONOMER	"mazF" // "chpAK" // "chpA" // "b2782" // "ECK2776"
EG20091	"b3608"	3782642	3783661	GLYC3PDEHYDROGBIOSYN-MONOMER	"gpsA" // "b3608" // "ECK3598"
G6548	"b1043"	1104961	1105293	G6548-MONOMER	"csgC" // "ycdE" // "b1043" // "ECK1029"
EG10734	"b3728"	3910485	3911525	PSTS-MONOMER	"pstS" // "R2pho" // T // "nmpA" // "phoR2a" // "phoS" // "b3728" // "ECK3721"
EG10677	"b1246"	1304754	1305767	OPPD-MONOMER	"oppD" // "b1246" // "ECK1240"
EG11510	"b2501"	2623044	2625110	PPK-MONOMER	"ppk" // "b2501" // "ECK2497"
G7940	"b4347"	4579499	4579840	G7940-MONOMER	"symE" // "yjiW" // "dinL" // "sosC" // "b4347" // "ECK4337"
EG10727	"b0383"	401747	403162	ALKAPHOSPHA-MONOMER	"phoA" // "psiA" // "b0383" // "ECK0378"
EG11057	"b1183"	1230767	1231186	EG11057-MONOMER	"umuD" // "b1183" // "ECK1171"
EG10719	"b4098"	4318761	4319606	EG10719-MONOMER	"phnJ" // "b4098" // "ECK4091"
G6558	"b1061"	1121242	1121487	G6558-MONOMER	"dinI" // "b1061" // "ECK1046"
EG10716	"b4101"	4321244	4321696	EG10716-MONOMER	"phnG" // "b4101" // "ECK4094"
EG10976	"b4059"	4274125	4274661	EG10976-MONOMER	"ssb" // "exrB" // "lexC" // "b4059" // "ECK4051"
EG10735	"b3724"	3906853	3907578	EG10735-MONOMER	"phoU" // "phoT" // "pst" // "b3724" // "ECK3717"
G0-9962	"b4618"	3853553	3853642	MONOMER0-1922	"tisB" // "ysdB" // "b4618" // "ECK4427"
EG10723	"b4094"	4315525	4316082	EG10723-MONOMER	"phnN" // "b4094" // "ECK4087"
EG10747	"b0060"	63429	65780	EG10747-MONOMER	"polB" // "dinA" // "b0060" // "ECK0061"
EG11047	"b3453"	3591009	3592325	UGPB-MONOMER	"ugpB" // "psiB" // "psiC" // "b3453" // "ECK3437"
EG11808	"b1848"	1930457	1930747	EG11808-MONOMER	"yebG" // "b1848" // "ECK1849"
EG10720	"b4097"	4318006	4318764	PHNK-MONOMER	"phnK" // "b4097" // "ECK4090"
EG11357	"b0799"	833070	835220	EG11357-MONOMER	"dinG" // "rarB" // "b0799" // "ECK0788"
EG10783	"b3725"	3907593	3908366	PSTB-MONOMER	"pstB" // "phoT" // "b3725" // "ECK3718"
RUVA	"b1861"	1945365	1945976	EG10923-MONOMER	"ruvA" // "b1861" // "ECK1862"
EG10717	"b4100"	4320663	4321247	EG10717-MONOMER	"phnH" // "b4100" // "ECK4093"
EG11061	"b4058"	4271049	4273871	EG11061-MONOMER	"uvrA" // "dar" // "dinE" // "b4058" // "ECK4050"
G6478	"b0936"	995985	996944	G6478-MONOMER	"ssuA" // "ycbO" // "b0936" // "ECK0927"
G6933	"b1728"	1810211	1810801	G6933-MONOMER	"ydjM" // "b1728" // "ECK1726"
EG10738	"b3821"	4004862	4005731	MONOMER0-341	"pldA" // "b3821" // "ECK3815"
EG10984	"b0958"	1020410	1020919	EG10984-MONOMER	"sulA" // "sfiA" // "suf" // "b0958" // "ECK0949"
G6477	"b0935"	994843	995988	MONOMER-162	"ssuD" // "ssi6" // "ycbN" // "b0935" // "ECK0926"
G6115	"b0231"	250898	251953	G6115-MONOMER	"dinB" // "dinP" // "b0231" // "ECK0232"
EG10194	"b2751"	2873992	2875419	CYSN-MONOMER	"cysN" // "b2751" // "ECK2746"
EG10823	"b2699"	2822708	2823769	EG10823-MONOMER	"recA" // "zab" // "umuB" // "tif" // "lexB" // "recH" // "rnmB" // "srf" // "b2699" // "ECK2694"
G7455	"b2811"	2944542	2944985	G7455-MONOMER	"csdE" // "ygdK" // "b2811" // "ECK2807"
EG11491	"b4044"	4257742	4259121	DINF-MONOMER	"dinF" // "b4044" // "ECK4036"
G6217	"b0365"	385232	386194	TAUA-MONOMER	"tauA" // "yaiR" // "ssiA" // "b0365" // "ECK0362"
RUVB	"b1860"	1944346	1945356	EG10924-MONOMER	"ruvB" // "b1860" // "ECK1861"
EG10189	"b2762"	2887578	2888312	PAPSSULFOTRANS-MONOMER	"cysH" // "b2762" // "ECK2757"
EG11062	"b0779"	813526	815547	EG11062-MONOMER	"uvrB" // "dar-1" // "dar-6" // "b0779" // "ECK0768"
G6909	"b1683"	1762522	1764009	G6909-MONOMER	"sufB" // "ynhE" // "b1683" // "ECK1679"
G6937	"b1741"	1823515	1824402	G6937-MONOMER	"cho" // "ydjQ" // "b1741" // "ECK1739"
EG11601	"b2522"	2654157	2654933	EG11601-MONOMER	"sseB" // "b2522" // "ECK2519"
