EntryID	PubMedID	Organism	UniprotID	Enzymename	ECNumber	parameter.type	parameter.associatedSpecies	parameter.startValue	parameter.endValue	parameter.standardDeviation	parameter.unit	ReactionEquation
50498	6120940	Escherichia coli		acetate CoA-transferase	2.8.3.8	concentration	Enzyme	1.6E-4		-	mg/ml	Acetate + Acetoacetyl-CoA = Acetyl-CoA + Acetoacetate
50498	6120940	Escherichia coli		acetate CoA-transferase	2.8.3.8	Km	Acetoacetyl-CoA	7.0E-6		-	M	Acetate + Acetoacetyl-CoA = Acetyl-CoA + Acetoacetate
50498	6120940	Escherichia coli		acetate CoA-transferase	2.8.3.8	concentration	Acetate	0.025		-	M	Acetate + Acetoacetyl-CoA = Acetyl-CoA + Acetoacetate
50498	6120940	Escherichia coli		acetate CoA-transferase	2.8.3.8	concentration	Acetoacetyl-CoA	1.5E-5	7.0E-5	-	M	Acetate + Acetoacetyl-CoA = Acetyl-CoA + Acetoacetate
50498	6120940	Escherichia coli		acetate CoA-transferase	2.8.3.8	concentration	S-(3-Oxobutyl)-CoA	0.0	4.0E-4	-	M	Acetate + Acetoacetyl-CoA = Acetyl-CoA + Acetoacetate
50498	6120940	Escherichia coli		acetate CoA-transferase	2.8.3.8	Ki	S-(3-Oxobutyl)-CoA	2.0E-5		-	M	Acetate + Acetoacetyl-CoA = Acetyl-CoA + Acetoacetate
50527	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	concentration	D-Glucosamine 1-phosphate	0.0012		-	M	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50527	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	Km	D-Glucosamine 1-phosphate	7.0E-5		-	M	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50527	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	concentration	Acetyl-CoA	5.0E-4		-	M	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50527	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	kcat		1500.0		-	s^(-1)	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50528	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	concentration	D-Glucosamine 1-phosphate	0.0012		-	M	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50528	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	kcat		1350.0		-	s^(-1)	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50528	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	Km	D-Glucosamine 1-phosphate	7.0E-5		-	M	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50528	10428949	Escherichia coli	P0ACC7	glucosamine-1-phosphate N-acetyltransferase	2.3.1.157	concentration	Acetyl-CoA	5.0E-4		-	M	Acetyl-CoA + D-Glucosamine 1-phosphate = N-Acetyl-D-glucosamine 1-phosphate + Coenzyme A
50533	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	kcat		350.0		-	s^(-1)	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50533	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	concentration	Enzyme	1.0E-4	0.001	-	mg/ml	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50533	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	Km	UTP	1.0E-4		-	M	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50533	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	concentration	N-Acetyl-alpha-D-glucosamine 1-phosphate	2.0E-4		-	M	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50533	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	concentration	UTP	0.002		-	M	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50534	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	concentration	UTP	0.002		-	M	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50534	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	concentration	N-Acetyl-alpha-D-glucosamine 1-phosphate	2.0E-4		-	M	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50534	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	concentration	Enzyme	1.0E-4	0.001	-	mg/ml	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50534	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	kcat		330.0		-	s^(-1)	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50534	10428949	Escherichia coli	P0ACC7	UDP-N-acetylglucosamine diphosphorylase	2.7.7.23	Km	UTP	1.0E-4		-	M	UTP + N-Acetyl-alpha-D-glucosamine 1-phosphate = Diphosphate + UDP-N-acetyl-D-glucosamine
50551	10431819	Escherichia coli	P23872	Carboxylic ester hydrolases	3.1.1	kcat		30.9		-	s^(-1)	H2O + p-Nitrophenyl butyrate = Butanoate + p-Nitrophenol
50551	10431819	Escherichia coli	P23872	Carboxylic ester hydrolases	3.1.1	concentration	p-Nitrophenyl butyrate			-	-	H2O + p-Nitrophenyl butyrate = Butanoate + p-Nitrophenol
50551	10431819	Escherichia coli	P23872	Carboxylic ester hydrolases	3.1.1	Km	p-Nitrophenyl butyrate	5.0E-4		-	M	H2O + p-Nitrophenyl butyrate = Butanoate + p-Nitrophenol
50551	10431819	Escherichia coli	P23872	Carboxylic ester hydrolases	3.1.1	concentration	Enzyme			-	-	H2O + p-Nitrophenyl butyrate = Butanoate + p-Nitrophenol
50585	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Km	D-Glucosamine 1-phosphate	8.0E-5		-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50585	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Glucosamine 1,6-diphosphate	1.5E-4	0.0012	-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50585	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Km	Glucosamine 1,6-diphosphate	3.0E-4		-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50585	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Enzyme	8.0E-4		-	mg/ml	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50585	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	D-Glucosamine 1-phosphate	4.0E-5	4.0E-4	-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Glucosamine 1,6-diphosphate	5.0E-5	5.0E-4	-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Km	D-Glucosamine 6-phosphate	5.0E-5		-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Enzyme	0.001	0.01	-	mg/ml	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Km	Glucosamine 1,6-diphosphate	8.0E-5		-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Vmax		1.66666667E-4		-	mol*s^(-1)*g^(-1)	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	D-Glucosamine 1-phosphate	5.0E-5	5.0E-4	-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50586	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	kcat		7.9		-	s^(-1)	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50587	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Glucosamine 1,6-diphosphate	5.0E-5	5.0E-4	-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50587	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Vmax		5.0E-5		-	mol*s^(-1)*g^(-1)	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50587	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Enzyme	0.001	0.01	-	mg/ml	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50587	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	D-Glucosamine 1-phosphate	5.0E-5	5.0E-4	-	M	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50587	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	kcat		2.41666667		-	s^(-1)	D-Glucosamine 1-phosphate = D-Glucosamine 6-phosphate
50588	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Km	Glucose 1,6-diphosphate	5.0E-4		-	M	beta-D-Glucose 1-phosphate = beta-D-Glucose 6-phosphate
50588	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Vmax		1.16666667E-7		-	mol*s^(-1)*g^(-1)	beta-D-Glucose 1-phosphate = beta-D-Glucose 6-phosphate
50588	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	Km	beta-D-Glucose 1-phosphate	6.5E-4		-	M	beta-D-Glucose 1-phosphate = beta-D-Glucose 6-phosphate
50588	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	kcat		0.0055		-	s^(-1)	beta-D-Glucose 1-phosphate = beta-D-Glucose 6-phosphate
50588	10231382	Escherichia coli	P31120	phosphoglucosamine mutase	5.4.2.10	concentration	Enzyme	0.04		-	mg/ml	beta-D-Glucose 1-phosphate = beta-D-Glucose 6-phosphate
50621	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	IC50	Clavulanic acid	8.0E-8		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50621	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	concentration	Cephaloridine	1.0E-4		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50621	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	Ki	Clavulanic acid	1.0E-7		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50622	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	IC50	Sulbactam	6.1E-6		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50622	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	Ki	Sulbactam	9.0E-7		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50622	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	concentration	Cephaloridine	1.0E-4		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50623	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	Ki	Tazobactam	1.0E-8		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50623	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	concentration	Cephaloridine	1.0E-4		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50623	10390216	Escherichia coli	P78144	beta-lactamase	3.5.2.6	IC50	Tazobactam	1.0E-7		-	M	H2O + Cephaloridine = Substituted beta-amino acid
50638	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	Enzyme	1.250025E-7		-	katal*l^(-1)	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50638	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	6-Carboxyhexanoyl-CoA	1.0E-4		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50638	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	L-Alanine	0.01		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50638	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	Ki	D-Alanine	5.9E-4		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50639	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	6-Carboxyhexanoyl-CoA	1.0E-4		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50639	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	Ki	8-Amino-7-oxo-8-phosphonononanoic acid	7.0E-6		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50639	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	8-Amino-7-oxo-8-phosphonononanoic acid	0.0	1.5E-4	-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50639	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	Enzyme	4.0E-7		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50639	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	L-Alanine	0.006		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50640	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	L-Alanine	0.01		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50640	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	6-Carboxyhexanoyl-CoA	1.0E-4		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50640	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	Enzyme	1.250025E-7		-	katal*l^(-1)	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50640	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	Ki	2-Amino-3-hydroxy-2-methylnonadioic acid	8.0E-5		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50641	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	Enzyme	1.250025E-7		-	katal*l^(-1)	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50641	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	Ki	4-Carboxybutyl(1-amino-1-carboxyethyl)phosphonate	6.8E-5		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50641	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	L-Alanine	0.01		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50641	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	6-Carboxyhexanoyl-CoA	1.0E-4		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50642	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	Enzyme	1.250025E-7		-	katal*l^(-1)	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50642	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	Km	L-Alanine	0.0025		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50642	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	L-Alanine	0.01		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
50642	9914476	Escherichia coli	P12998	8-amino-7-oxononanoate synthase	2.3.1.47	concentration	6-Carboxyhexanoyl-CoA	1.0E-4		-	M	L-Alanine + 6-Carboxyhexanoyl-CoA = CO2 + Coenzyme A + 8-Amino-7-oxononanoate
51093	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	NADH	3.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51093	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	0.0	9.999999999999999E-5	-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51093	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51093	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	O2	1.9999999999999998E-4		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51093	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	kcat		365.0		-	s^(-1)	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51093	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	1.8E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51094	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADPH	0.0	0.001	-	M	O2 + NADPH + Nitric oxide = NADP+ + H+ + Nitrate
51094	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	NADPH	1.4E-4		-	M	O2 + NADPH + Nitric oxide = NADP+ + H+ + Nitrate
51094	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	kcat		200.0		-	s^(-1)	O2 + NADPH + Nitric oxide = NADP+ + H+ + Nitrate
51094	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	O2	1.9999999999999998E-4		-	M	O2 + NADPH + Nitric oxide = NADP+ + H+ + Nitrate
51094	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	1.8E-6		-	M	O2 + NADPH + Nitric oxide = NADP+ + H+ + Nitrate
51094	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADPH + Nitric oxide = NADP+ + H+ + Nitrate
51095	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	O2	2.4999999999999998E-5	1.9999999999999998E-4	-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51095	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	Nitric oxide	2.5E-7		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51095	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	9.999999999999999E-5		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51095	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51096	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	1.9999999999999998E-4		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51096	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	7.5E-7		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51096	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Km	O2	8.999999999999999E-5		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51096	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51097	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51097	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51097	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	O2	1.9999999999999998E-4		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51097	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	9.999999999999999E-5		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51097	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	kcat		240.0		-	s^(-1)	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51098	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	O2	1.9999999999999998E-4		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51098	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51098	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	9.999999999999999E-5		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51098	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	kcat		90.0		-	s^(-1)	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51098	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51099	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51099	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	kcat		232.0		-	s^(-1)	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51099	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51099	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	O2	1.9999999999999998E-4		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51099	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	9.999999999999999E-5		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51100	10922365	Escherichia coli	P24232	nitric oxide reductase [NAD(P), nitrous oxide-forming]	1.7.1.14	kcat		0.12		-	s^(-1)	NADH + H+ + Nitric oxide = NAD+ + H2O + Nitrous oxide
51100	10922365	Escherichia coli	P24232	nitric oxide reductase [NAD(P), nitrous oxide-forming]	1.7.1.14	concentration	Nitric oxide	4.9999999999999996E-6		-	M	NADH + H+ + Nitric oxide = NAD+ + H2O + Nitrous oxide
51100	10922365	Escherichia coli	P24232	nitric oxide reductase [NAD(P), nitrous oxide-forming]	1.7.1.14	concentration	FAD	1.0E-6		-	M	NADH + H+ + Nitric oxide = NAD+ + H2O + Nitrous oxide
51100	10922365	Escherichia coli	P24232	nitric oxide reductase [NAD(P), nitrous oxide-forming]	1.7.1.14	concentration	NADH	9.999999999999999E-5		-	M	NADH + H+ + Nitric oxide = NAD+ + H2O + Nitrous oxide
51101	10922365	Escherichia coli	P24232	NADH oxidase (H2O-forming)	1.6.3.4	concentration	FAD	1.0E-6		-	M	H+ + NADH + O2 = H2O + NAD+
51101	10922365	Escherichia coli	P24232	NADH oxidase (H2O-forming)	1.6.3.4	concentration	NADH	9.999999999999999E-5		-	M	H+ + NADH + O2 = H2O + NAD+
51101	10922365	Escherichia coli	P24232	NADH oxidase (H2O-forming)	1.6.3.4	kcat		0.171		-	s^(-1)	H+ + NADH + O2 = H2O + NAD+
51102	10922365	Escherichia coli	P24232	FAD reductase (NADH)	1.5.1.37	kcat		0.07		-	s^(-1)	H+ + NADH + FAD = NAD+ + FADH2
51102	10922365	Escherichia coli	P24232	FAD reductase (NADH)	1.5.1.37	concentration	NADH	9.999999999999999E-5		-	M	H+ + NADH + FAD = NAD+ + FADH2
51102	10922365	Escherichia coli	P24232	FAD reductase (NADH)	1.5.1.37	concentration	FAD	1.9999999999999998E-5		-	M	H+ + NADH + FAD = NAD+ + FADH2
51105	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	Ki	CO	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51105	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	FAD	1.0E-6		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51105	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	CO	0.0	2.0E-6	-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51105	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	NADH	1.9999999999999998E-4		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
51105	10922365	Escherichia coli	P24232	nitric oxide dioxygenase	1.14.12.17	concentration	Nitric oxide	7.5E-7		-	M	O2 + NADH + Nitric oxide = H+ + NAD+ + Nitrate
