"Reactions"	"Enzymes of a reaction"	"Object ID"	"Object ID"	"Reaction-Direction"	"Substrates"	"Left"	"Right"	"Object ID"	"Object ID"
RXN0-6954	NRFMULTI-CPLX	"NRFMULTI-CPLX"	"RXN0-6954"	LEFT-TO-RIGHT	E- // PROTON // NITRITE // WATER // AMMONIUM	NITRITE // PROTON // E-	WATER // AMMONIUM	"NITRITE" // "PROTON" // "E-"	"WATER" // "AMMONIUM"
TRANS-RXN-137	NARK-MONOMER // NIRC-MONOMER	"NARK-MONOMER" // "NIRC-MONOMER"	"TRANS-RXN-137"	LEFT-TO-RIGHT	NITRITE	NITRITE	NITRITE	"NITRITE"	"NITRITE"
RXN-16564	NRFMULTI-CPLX	"NRFMULTI-CPLX"	"RXN-16564"	LEFT-TO-RIGHT	NITRITE // PROTON // Menaquinols // Menaquinones // WATER // AMMONIUM	Menaquinols // PROTON // NITRITE	Menaquinones // WATER // AMMONIUM	"Menaquinols" // "PROTON" // "NITRITE"	"Menaquinones" // "WATER" // "AMMONIUM"
RXN0-801	GLND-MONOMER	"GLND-MONOMER"	"RXN0-801"	LEFT-TO-RIGHT	UTP // PROTEIN-PII2 // PPI // URIDYLYL-PII2	PROTEIN-PII2 // UTP	PPI // URIDYLYL-PII2	"PROTEIN-PII2" // "UTP"	"PPI" // "URIDYLYL-PII2"
TRANS-RXN-86	CPLX0-7627 // CPLX0-7626 // G6255-MONOMER	"CPLX0-7627" // "CPLX0-7626" // "G6255-MONOMER"	"TRANS-RXN-86"	LEFT-TO-RIGHT	Unspecified-Ion-Or-Solute	Unspecified-Ion-Or-Solute	Unspecified-Ion-Or-Solute	"Unspecified-Ion-Or-Solute"	"Unspecified-Ion-Or-Solute"
RXN0-1804	CPLX0-7655	"CPLX0-7655"	"RXN0-1804"	LEFT-TO-RIGHT	Unspecified-Ion-Or-Solute	Unspecified-Ion-Or-Solute	Unspecified-Ion-Or-Solute	"Unspecified-Ion-Or-Solute"	"Unspecified-Ion-Or-Solute"
RXN0-7049	""	""	"RXN0-7049"		EG11682-MONOMER // MONOMER0-4292 // MONOMER0-4293 // EG12147-MONOMER	MONOMER0-4292 // EG11682-MONOMER	MONOMER0-4293 // EG12147-MONOMER	"MONOMER0-4292" // "EG11682-MONOMER"	"MONOMER0-4293" // "EG12147-MONOMER"
RXN0-6471	""	""	"RXN0-6471"	REVERSIBLE	ZN+2 // EG11320-MONOMER // CPLX0-8061	EG11320-MONOMER // ZN+2	CPLX0-8061	"EG11320-MONOMER" // "ZN+2"	"CPLX0-8061"
RXN0-6361	""	""	"RXN0-6361"	REVERSIBLE	NITRIC-OXIDE // CPLX0-7756 // CPLX0-8047	CPLX0-7756 // NITRIC-OXIDE	CPLX0-8047	"CPLX0-7756" // "NITRIC-OXIDE"	"CPLX0-8047"
RXN0-5487	""	""	"RXN0-5487"	REVERSIBLE	NITRIC-OXIDE // EG11212-MONOMER // CPLX0-7751	EG11212-MONOMER // NITRIC-OXIDE	CPLX0-7751	"EG11212-MONOMER" // "NITRIC-OXIDE"	"CPLX0-7751"
NRIPHOS-RXN	""	""	"NRIPHOS-RXN"	LEFT-TO-RIGHT	GLNG-CPLX // PROTEIN-NRIIP // PROTEIN-NRII // PROTEIN-NRIP	PROTEIN-NRIIP // GLNG-CPLX	PROTEIN-NRII // PROTEIN-NRIP	"PROTEIN-NRIIP" // "GLNG-CPLX"	"PROTEIN-NRII" // "PROTEIN-NRIP"
RXN0-6533	""	""	"RXN0-6533"	LEFT-TO-RIGHT	GLNG-CPLX // PROTEIN-NRIIP // GLNL-CPLX // PROTEIN-NRIP	PROTEIN-NRIIP // GLNG-CPLX	GLNL-CPLX // PROTEIN-NRIP	"PROTEIN-NRIIP" // "GLNG-CPLX"	"GLNL-CPLX" // "PROTEIN-NRIP"
NRIDEPHOS-RXN	""	""	"NRIDEPHOS-RXN"	LEFT-TO-RIGHT	PROTEIN-NRIP // WATER // Pi // GLNG-CPLX	WATER // PROTEIN-NRIP	Pi // GLNG-CPLX	"WATER" // "PROTEIN-NRIP"	"Pi" // "GLNG-CPLX"
ACSERLY-RXN	ACSERLYB-CPLX // ACSERLYA-CPLX	"ACSERLYB-CPLX" // "ACSERLYA-CPLX"	"ACSERLY-RXN"	REVERSIBLE	HS // ACETYLSERINE // PROTON // CYS // ACET	ACETYLSERINE // HS	PROTON // CYS // ACET	"ACETYLSERINE" // "HS"	"PROTON" // "CYS" // "ACET"
RXN0-1923	EG12445-MONOMER // EG11639-MONOMER	"EG12445-MONOMER" // "EG11639-MONOMER"	"RXN0-1923"	LEFT-TO-RIGHT	ACETYLSERINE	ACETYLSERINE	ACETYLSERINE	"ACETYLSERINE"	"ACETYLSERINE"
RXN-15915	EG11551-MONOMER	"EG11551-MONOMER"	"RXN-15915"	PHYSIOL-LEFT-TO-RIGHT	HypE-Proteins // CPD-15424 // HypE-S-carboxamide // AMP // PROTON	CPD-15424 // HypE-Proteins	HypE-S-carboxamide // AMP // PROTON	"CPD-15424" // "HypE-Proteins"	"HypE-S-carboxamide" // "AMP" // "PROTON"
THRESYN-RXN	THRESYN-MONOMER	"THRESYN-MONOMER"	"THRESYN-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // O-PHOSPHO-L-HOMOSERINE // Pi // THR	O-PHOSPHO-L-HOMOSERINE // WATER	Pi // THR	"O-PHOSPHO-L-HOMOSERINE" // "WATER"	"Pi" // "THR"
RXN-14534	APHA-CPLX	"APHA-CPLX"	"RXN-14534"	LEFT-TO-RIGHT	WATER // CPD-3728 // TYR // Pi	CPD-3728 // WATER	TYR // Pi	"CPD-3728" // "WATER"	"TYR" // "Pi"
RXN-7948	ALKAPHOSPHA-CPLX	"ALKAPHOSPHA-CPLX"	"RXN-7948"	LEFT-TO-RIGHT	WATER // PHOSPHORYL-ETHANOLAMINE // ETHANOL-AMINE // Pi	PHOSPHORYL-ETHANOLAMINE // WATER	ETHANOL-AMINE // Pi	"PHOSPHORYL-ETHANOLAMINE" // "WATER"	"ETHANOL-AMINE" // "Pi"
RXN-15147	O-SUCCHOMOSERLYASE-CPLX	"O-SUCCHOMOSERLYASE-CPLX"	"RXN-15147"	PHYSIOL-LEFT-TO-RIGHT	O-SUCCINYL-L-HOMOSERINE // SUC // CPD-15056 // PROTON	O-SUCCINYL-L-HOMOSERINE	SUC // CPD-15056 // PROTON	"O-SUCCINYL-L-HOMOSERINE"	"SUC" // "CPD-15056" // "PROTON"
METBALT-RXN	O-SUCCHOMOSERLYASE-CPLX	"O-SUCCHOMOSERLYASE-CPLX"	"METBALT-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // O-SUCCINYL-L-HOMOSERINE // PROTON // 2-OXOBUTANOATE // SUC // AMMONIUM	O-SUCCINYL-L-HOMOSERINE // WATER	PROTON // 2-OXOBUTANOATE // SUC // AMMONIUM	"O-SUCCINYL-L-HOMOSERINE" // "WATER"	"PROTON" // "2-OXOBUTANOATE" // "SUC" // "AMMONIUM"
RXN-5741	AAS-MONOMER	"AAS-MONOMER"	"RXN-5741"	PHYSIOL-LEFT-TO-RIGHT	ATP // ACP // CPD-195 // Octanoyl-ACPs // AMP // PPI	CPD-195 // ACP // ATP	Octanoyl-ACPs // AMP // PPI	"CPD-195" // "ACP" // "ATP"	"Octanoyl-ACPs" // "AMP" // "PPI"
TRANS-RXN0-272	""	""	"TRANS-RXN0-272"	LEFT-TO-RIGHT	CPD-195	CPD-195	CPD-195	"CPD-195"	"CPD-195"
RXN0-5210	EG11983-MONOMER	"EG11983-MONOMER"	"RXN0-5210"	PHYSIOL-LEFT-TO-RIGHT	UDP-D-GALACTO-14-FURANOSE // CPD0-1048 // PROTON // CPD0-1049 // UDP	CPD0-1048 // UDP-D-GALACTO-14-FURANOSE	PROTON // CPD0-1049 // UDP	"CPD0-1048" // "UDP-D-GALACTO-14-FURANOSE"	"PROTON" // "CPD0-1049" // "UDP"
RXN0-7239	EG12357-MONOMER // ACYLCOASYN-CPLX	"EG12357-MONOMER" // "ACYLCOASYN-CPLX"	"RXN0-7239"	PHYSIOL-LEFT-TO-RIGHT	CO-A // ATP // OLEATE-CPD // OLEOYL-COA // AMP // PPI // PROTON	OLEATE-CPD // ATP // CO-A // PROTON	OLEOYL-COA // AMP // PPI // PROTON	"OLEATE-CPD" // "ATP" // "CO-A" // "PROTON"	"OLEOYL-COA" // "AMP" // "PPI" // "PROTON"
RXN-17775	G6918-MONOMER // ACYLCOADEHYDROG-MONOMER	"G6918-MONOMER" // "ACYLCOADEHYDROG-MONOMER"	"RXN-17775"	PHYSIOL-RIGHT-TO-LEFT	ETF-Reduced // CPD-19172 // OLEOYL-COA // ETF-Oxidized // PROTON	CPD-19172 // ETF-Reduced	OLEOYL-COA // ETF-Oxidized // PROTON	"CPD-19172" // "ETF-Reduced"	"OLEOYL-COA" // "ETF-Oxidized" // "PROTON"
BAROMP-RXN	""	""	"BAROMP-RXN"		MONOMER0-4299 // OMPR-MONOMER // PHOSPHO-OMPR // BARA-MONOMER	OMPR-MONOMER // MONOMER0-4299	PHOSPHO-OMPR // BARA-MONOMER	"OMPR-MONOMER" // "MONOMER0-4299"	"PHOSPHO-OMPR" // "BARA-MONOMER"
RXN0-6490	DIHYDROOROTOX-MONOMER	"DIHYDROOROTOX-MONOMER"	"RXN0-6490"	LEFT-TO-RIGHT	E- // PROTON // OROTATE // DI-H-OROTATE	OROTATE // PROTON // E-	DI-H-OROTATE	"OROTATE" // "PROTON" // "E-"	"DI-H-OROTATE"
TRANS-RXN-121C	DCTA-MONOMER	"DCTA-MONOMER"	"TRANS-RXN-121C"	LEFT-TO-RIGHT	PROTON // OROTATE	PROTON // OROTATE	PROTON // OROTATE	"PROTON" // "OROTATE"	"PROTON" // "OROTATE"
OROPRIBTRANS-RXN	OROPRIBTRANS-CPLX	"OROPRIBTRANS-CPLX"	"OROPRIBTRANS-RXN"	REVERSIBLE	PPI // OROTIDINE-5-PHOSPHATE // PRPP // OROTATE	OROTIDINE-5-PHOSPHATE // PPI	PRPP // OROTATE	"OROTIDINE-5-PHOSPHATE" // "PPI"	"PRPP" // "OROTATE"
OROTPDECARB-RXN	OROTPDECARB-CPLX	"OROTPDECARB-CPLX"	"OROTPDECARB-RXN"	LEFT-TO-RIGHT	OROTIDINE-5-PHOSPHATE // PROTON // CARBON-DIOXIDE // UMP	PROTON // OROTIDINE-5-PHOSPHATE	CARBON-DIOXIDE // UMP	"PROTON" // "OROTIDINE-5-PHOSPHATE"	"CARBON-DIOXIDE" // "UMP"
CITSYN-RXN	CPLX0-251 // CITRATE-SI-SYNTHASE	"CPLX0-251" // "CITRATE-SI-SYNTHASE"	"CITSYN-RXN"	PHYSIOL-LEFT-TO-RIGHT	WATER // ACETYL-COA // OXALACETIC_ACID // PROTON // CIT // CO-A	OXALACETIC_ACID // ACETYL-COA // WATER	PROTON // CIT // CO-A	"OXALACETIC_ACID" // "ACETYL-COA" // "WATER"	"PROTON" // "CIT" // "CO-A"
PEPCARBOXYKIN-RXN	PEPCARBOXYKIN-MONOMER	"PEPCARBOXYKIN-MONOMER"	"PEPCARBOXYKIN-RXN"	LEFT-TO-RIGHT	ATP // OXALACETIC_ACID // CARBON-DIOXIDE // PHOSPHO-ENOL-PYRUVATE // ADP	OXALACETIC_ACID // ATP	CARBON-DIOXIDE // PHOSPHO-ENOL-PYRUVATE // ADP	"OXALACETIC_ACID" // "ATP"	"CARBON-DIOXIDE" // "PHOSPHO-ENOL-PYRUVATE" // "ADP"
OXALODECARB-RXN	KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX	"KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX"	"OXALODECARB-RXN"	PHYSIOL-LEFT-TO-RIGHT	OXALACETIC_ACID // PROTON // PYRUVATE // CARBON-DIOXIDE	PROTON // OXALACETIC_ACID	PYRUVATE // CARBON-DIOXIDE	"PROTON" // "OXALACETIC_ACID"	"PYRUVATE" // "CARBON-DIOXIDE"
2-METHYLCITRATE-SYNTHASE-RXN	CPLX0-251	"CPLX0-251"	"2-METHYLCITRATE-SYNTHASE-RXN"	LEFT-TO-RIGHT	PROPIONYL-COA // WATER // OXALACETIC_ACID // PROTON // CPD-622 // CO-A	OXALACETIC_ACID // WATER // PROPIONYL-COA	PROTON // CPD-622 // CO-A	"OXALACETIC_ACID" // "WATER" // "PROPIONYL-COA"	"PROTON" // "CPD-622" // "CO-A"
RXN-16329	EG12069-MONOMER	"EG12069-MONOMER"	"RXN-16329"	LEFT-TO-RIGHT	E- // PROTON // OXALACETIC_ACID // MAL	OXALACETIC_ACID // PROTON // E-	MAL	"OXALACETIC_ACID" // "PROTON" // "E-"	"MAL"
RXN-8642	ISOCITHASE-CPLX	"ISOCITHASE-CPLX"	"RXN-8642"	REVERSIBLE	PROTON // OXALO-SUCCINATE // 2-KETOGLUTARATE // CARBON-DIOXIDE	OXALO-SUCCINATE // PROTON	2-KETOGLUTARATE // CARBON-DIOXIDE	"OXALO-SUCCINATE" // "PROTON"	"2-KETOGLUTARATE" // "CARBON-DIOXIDE"
OXALYL-COA-DECARBOXYLASE-RXN	CPLX0-7878	"CPLX0-7878"	"OXALYL-COA-DECARBOXYLASE-RXN"	PHYSIOL-LEFT-TO-RIGHT	OXALYL-COA // PROTON // CARBON-DIOXIDE // FORMYL-COA	PROTON // OXALYL-COA	CARBON-DIOXIDE // FORMYL-COA	"PROTON" // "OXALYL-COA"	"CARBON-DIOXIDE" // "FORMYL-COA"
RXN0-7108	EG12450-MONOMER	"EG12450-MONOMER"	"RXN0-7108"		CPLX0-2 // NADH // NAD // CPLX0-1	NADH // CPLX0-2	NAD // CPLX0-1	"NADH" // "CPLX0-2"	"NAD" // "CPLX0-1"
RXN0-5265	CYT-O-UBIOX-CPLX // APP-UBIOX-CPLX // CYT-D-UBIOX-CPLX	"CYT-O-UBIOX-CPLX" // "APP-UBIOX-CPLX" // "CYT-D-UBIOX-CPLX"	"RXN0-5265"	PHYSIOL-LEFT-TO-RIGHT	E- // PROTON // OXYGEN-MOLECULE // WATER	OXYGEN-MOLECULE // PROTON // E-	WATER	"OXYGEN-MOLECULE" // "PROTON" // "E-"	"WATER"
TRANS-RXN0-474	""	""	"TRANS-RXN0-474"	REVERSIBLE	OXYGEN-MOLECULE	OXYGEN-MOLECULE	OXYGEN-MOLECULE	"OXYGEN-MOLECULE"	"OXYGEN-MOLECULE"
RXN0-5040	CPLX0-7844	"CPLX0-7844"	"RXN0-5040"	LEFT-TO-RIGHT	CPD0-889 // WATER // P-AMINO-BENZOATE // GLT	WATER // CPD0-889	P-AMINO-BENZOATE // GLT	"WATER" // "CPD0-889"	"P-AMINO-BENZOATE" // "GLT"
TRANS-RXN0-452	ABGT-MONOMER	"ABGT-MONOMER"	"TRANS-RXN0-452"	LEFT-TO-RIGHT	CPD0-889 // PROTON	CPD0-889 // PROTON	CPD0-889 // PROTON	"CPD0-889" // "PROTON"	"CPD0-889" // "PROTON"
RXN0-5450	""	""	"RXN0-5450"	REVERSIBLE	CPD-207 // G6720-MONOMER // CPLX0-7729	G6720-MONOMER // CPD-207	CPLX0-7729	"G6720-MONOMER" // "CPD-207"	"CPLX0-7729"
RXN0-7248	ACYLCOASYN-CPLX // EG12357-MONOMER	"ACYLCOASYN-CPLX" // "EG12357-MONOMER"	"RXN0-7248"	PHYSIOL-LEFT-TO-RIGHT	CO-A // ATP // CPD-9245 // CPD-10269 // AMP // PPI // PROTON	CPD-9245 // ATP // CO-A // PROTON	CPD-10269 // AMP // PPI // PROTON	"CPD-9245" // "ATP" // "CO-A" // "PROTON"	"CPD-10269" // "AMP" // "PPI" // "PROTON"
RXN-17009	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	"1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"RXN-17009"	PHYSIOL-LEFT-TO-RIGHT	CPD-18348 // CPD-10269 // CPD-18351 // CO-A	CPD-10269 // CPD-18348	CPD-18351 // CO-A	"CPD-10269" // "CPD-18348"	"CPD-18351" // "CO-A"
RXN-17019	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	"1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"RXN-17019"	PHYSIOL-LEFT-TO-RIGHT	CPD-18379 // CPD-10269 // CPD-18380 // CO-A	CPD-10269 // CPD-18379	CPD-18380 // CO-A	"CPD-10269" // "CPD-18379"	"CPD-18380" // "CO-A"
RXN-17008	1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER	"1-ACYLGLYCEROL-3-P-ACYLTRANSFER-MONOMER"	"RXN-17008"	PHYSIOL-LEFT-TO-RIGHT	1-PALMITOYLGLYCEROL-3-PHOSPHATE // CPD-10269 // CPD-18350 // CO-A	CPD-10269 // 1-PALMITOYLGLYCEROL-3-PHOSPHATE	CPD-18350 // CO-A	"CPD-10269" // "1-PALMITOYLGLYCEROL-3-PHOSPHATE"	"CPD-18350" // "CO-A"
TRANS-RXN0-275	G6531-MONOMER	"G6531-MONOMER"	"TRANS-RXN0-275"	LEFT-TO-RIGHT	CPD0-1193	CPD0-1193	CPD0-1193	"CPD0-1193"	"CPD0-1193"
RXN0-291	""	""	"RXN0-291"	REVERSIBLE	PYRUVATE // EG11088-MONOMER // MONOMER-59	EG11088-MONOMER // PYRUVATE	MONOMER-59	"EG11088-MONOMER" // "PYRUVATE"	"MONOMER-59"
RXN0-3461	G7147-MONOMER // G6892-MONOMER // EG10013-MONOMER // EG12867-MONOMER // CPLX0-3201 // EG12015-MONOMER // EG10202-MONOMER	"G7147-MONOMER" // "G6892-MONOMER" // "EG10013-MONOMER" // "EG12867-MONOMER" // "CPLX0-3201" // "EG12015-MONOMER" // "EG10202-MONOMER"	"RXN0-3461"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD0-1181 // CPD0-1183 // CPD0-1182	CPD0-1181 // WATER	CPD0-1183 // CPD0-1182	"CPD0-1181" // "WATER"	"CPD0-1183" // "CPD0-1182"
RXN0-5407	CPLX0-3201	"CPLX0-3201"	"RXN0-5407"	PHYSIOL-LEFT-TO-RIGHT	PROTON // WATER // CPD0-1185 // CPD0-1184 // CPD0-1183	CPD0-1185 // WATER // PROTON	CPD0-1184 // CPD0-1183	"CPD0-1185" // "WATER" // "PROTON"	"CPD0-1184" // "CPD0-1183"
RXN0-5402	G6904-MONOMER // EG11253-MONOMER	"G6904-MONOMER" // "EG11253-MONOMER"	"RXN0-5402"	LEFT-TO-RIGHT	CPD0-1182 // CPD0-1183 // CPD0-1185 // D-ALANINE // PROTON	CPD0-1183 // CPD0-1182	CPD0-1185 // D-ALANINE // PROTON	"CPD0-1183" // "CPD0-1182"	"CPD0-1185" // "D-ALANINE" // "PROTON"
PHENDEHYD-RXN	PHENDEHYD-CPLX	"PHENDEHYD-CPLX"	"PHENDEHYD-RXN"	LEFT-TO-RIGHT	PHENYLACETALDEHYDE // NAD // WATER // PROTON // NADH // PHENYLACETATE	WATER // NAD // PHENYLACETALDEHYDE	PROTON // NADH // PHENYLACETATE	"WATER" // "NAD" // "PHENYLACETALDEHYDE"	"PROTON" // "NADH" // "PHENYLACETATE"
TRANS-RXN0-284	""	""	"TRANS-RXN0-284"	LEFT-TO-RIGHT	PHENYLACETALDEHYDE	PHENYLACETALDEHYDE	PHENYLACETALDEHYDE	"PHENYLACETALDEHYDE"	"PHENYLACETALDEHYDE"
RXN-10819	G6719-MONOMER	"G6719-MONOMER"	"RXN-10819"	PHYSIOL-LEFT-TO-RIGHT	ATP // PHENYLACETATE // CO-A // CPD-207 // PPI // AMP	CO-A // PHENYLACETATE // ATP	CPD-207 // PPI // AMP	"CO-A" // "PHENYLACETATE" // "ATP"	"CPD-207" // "PPI" // "AMP"
RXN0-7104	CPLX0-3941	"CPLX0-3941"	"RXN0-7104"	PHYSIOL-LEFT-TO-RIGHT	WATER // CPD-207 // PHENYLACETATE // CO-A // PROTON	CPD-207 // WATER	PHENYLACETATE // CO-A // PROTON	"CPD-207" // "WATER"	"PHENYLACETATE" // "CO-A" // "PROTON"
RXN0-2042	CPLX0-1762	"CPLX0-1762"	"RXN0-2042"	PHYSIOL-LEFT-TO-RIGHT	PROTON // NADPH // OXYGEN-MOLECULE // CPD-207 // CPD0-2362 // NADP // WATER	CPD-207 // OXYGEN-MOLECULE // NADPH // PROTON	CPD0-2362 // NADP // WATER	"CPD-207" // "OXYGEN-MOLECULE" // "NADPH" // "PROTON"	"CPD0-2362" // "NADP" // "WATER"
RXN0-275	CPLX0-255	"CPLX0-255"	"RXN0-275"	PHYSIOL-LEFT-TO-RIGHT	WATER // PHENYLHYDANTOIN // CPD-8524 // PROTON	PHENYLHYDANTOIN // WATER	CPD-8524 // PROTON	"PHENYLHYDANTOIN" // "WATER"	"CPD-8524" // "PROTON"
PHOBR-RXN	""	""	"PHOBR-RXN"	LEFT-TO-RIGHT	PHOSPHO-PHOR // PHOB-MONOMER // PHOR-MONOMER // PHOSPHO-PHOB	PHOB-MONOMER // PHOSPHO-PHOR	PHOR-MONOMER // PHOSPHO-PHOB	"PHOB-MONOMER" // "PHOSPHO-PHOR"	"PHOR-MONOMER" // "PHOSPHO-PHOB"
PHOP-RXN	""	""	"PHOP-RXN"	REVERSIBLE	PHOSPHO-PHOQ // PHOP-MONOMER // PHOSPHO-PHOP // CPLX0-8168	PHOP-MONOMER // PHOSPHO-PHOQ	PHOSPHO-PHOP // CPLX0-8168	"PHOP-MONOMER" // "PHOSPHO-PHOQ"	"PHOSPHO-PHOP" // "CPLX0-8168"
TRANS-RXN0-470	EG11919-MONOMER	"EG11919-MONOMER"	"TRANS-RXN0-470"	LEFT-TO-RIGHT	Pi	Pi	Pi	"Pi"	"Pi"
TRANS-RXN-114	PITA-MONOMER // PITB-MONOMER	"PITA-MONOMER" // "PITB-MONOMER"	"TRANS-RXN-114"	LEFT-TO-RIGHT	PROTON // Pi	PROTON // Pi	PROTON // Pi	"PROTON" // "Pi"	"PROTON" // "Pi"
RXN-5647	ALKAPHOSPHA-CPLX	"ALKAPHOSPHA-CPLX"	"RXN-5647"	LEFT-TO-RIGHT	WATER // PHOSPHORYL-CHOLINE // CHOLINE // Pi	PHOSPHORYL-CHOLINE // WATER	CHOLINE // Pi	"PHOSPHORYL-CHOLINE" // "WATER"	"CHOLINE" // "Pi"
RXN-17354	""	""	"RXN-17354"	PHYSIOL-LEFT-TO-RIGHT	PTS-I-Histidines // PHOSPHO-ENOL-PYRUVATE // PYRUVATE // PTS-I-pi-phospho-L-histidines	PHOSPHO-ENOL-PYRUVATE // PTS-I-Histidines	PYRUVATE // PTS-I-pi-phospho-L-histidines	"PHOSPHO-ENOL-PYRUVATE" // "PTS-I-Histidines"	"PYRUVATE" // "PTS-I-pi-phospho-L-histidines"
2.7.3.9-RXN	""	""	"2.7.3.9-RXN"	PHYSIOL-LEFT-TO-RIGHT	Hpr-Histidine // PHOSPHO-ENOL-PYRUVATE // PYRUVATE // Hpr-pi-phospho-L-histidines	PHOSPHO-ENOL-PYRUVATE // Hpr-Histidine	PYRUVATE // Hpr-pi-phospho-L-histidines	"PHOSPHO-ENOL-PYRUVATE" // "Hpr-Histidine"	"PYRUVATE" // "Hpr-pi-phospho-L-histidines"
DAHPSYN-RXN	AROF-CPLX // AROH-CPLX // AROG-CPLX	"AROF-CPLX" // "AROH-CPLX" // "AROG-CPLX"	"DAHPSYN-RXN"	LEFT-TO-RIGHT	WATER // ERYTHROSE-4P // PHOSPHO-ENOL-PYRUVATE // 3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P // Pi	PHOSPHO-ENOL-PYRUVATE // ERYTHROSE-4P // WATER	3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P // Pi	"PHOSPHO-ENOL-PYRUVATE" // "ERYTHROSE-4P" // "WATER"	"3-DEOXY-D-ARABINO-HEPTULOSONATE-7-P" // "Pi"
PEPCARBOX-RXN	PEPCARBOX-CPLX	"PEPCARBOX-CPLX"	"PEPCARBOX-RXN"	PHYSIOL-RIGHT-TO-LEFT	OXALACETIC_ACID // Pi // PHOSPHO-ENOL-PYRUVATE // HCO3	Pi // OXALACETIC_ACID	PHOSPHO-ENOL-PYRUVATE // HCO3	"Pi" // "OXALACETIC_ACID"	"PHOSPHO-ENOL-PYRUVATE" // "HCO3"
RXN0-7166	""	""	"RXN0-7166"		PTSH-MONOMER // PHOSPHO-ENOL-PYRUVATE // PYRUVATE // PTSH-PHOSPHORYLATED	PHOSPHO-ENOL-PYRUVATE // PTSH-MONOMER	PYRUVATE // PTSH-PHOSPHORYLATED	"PHOSPHO-ENOL-PYRUVATE" // "PTSH-MONOMER"	"PYRUVATE" // "PTSH-PHOSPHORYLATED"
RXN0-6717	""	""	"RXN0-6717"	LEFT-TO-RIGHT	PTSI-MONOMER // PHOSPHO-ENOL-PYRUVATE // PYRUVATE // PTSI-PHOSPHORYLATED	PHOSPHO-ENOL-PYRUVATE // PTSI-MONOMER	PYRUVATE // PTSI-PHOSPHORYLATED	"PHOSPHO-ENOL-PYRUVATE" // "PTSI-MONOMER"	"PYRUVATE" // "PTSI-PHOSPHORYLATED"
RXN0-7047	""	""	"RXN0-7047"		EG12188-MONOMER // PHOSPHO-ENOL-PYRUVATE // PYRUVATE // MONOMER0-4291	PHOSPHO-ENOL-PYRUVATE // EG12188-MONOMER	PYRUVATE // MONOMER0-4291	"PHOSPHO-ENOL-PYRUVATE" // "EG12188-MONOMER"	"PYRUVATE" // "MONOMER0-4291"
PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN	ALKAPHOSPHA-CPLX	"ALKAPHOSPHA-CPLX"	"PHOSPHOENOLPYRUVATE-PHOSPHATASE-RXN"	LEFT-TO-RIGHT	PHOSPHO-ENOL-PYRUVATE // WATER // PYRUVATE // Pi	WATER // PHOSPHO-ENOL-PYRUVATE	PYRUVATE // Pi	"WATER" // "PHOSPHO-ENOL-PYRUVATE"	"PYRUVATE" // "Pi"
RXN-17900	GLUTAMIDOTRANS-CPLX	"GLUTAMIDOTRANS-CPLX"	"RXN-17900"	PHYSIOL-LEFT-TO-RIGHT	AMMONIUM // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR // WATER // PROTON	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // AMMONIUM	D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR // WATER // PROTON	"PHOSPHORIBULOSYL-FORMIMINO-AICAR-P" // "AMMONIUM"	"D-ERYTHRO-IMIDAZOLE-GLYCEROL-P" // "AICAR" // "WATER" // "PROTON"
GLUTAMIDOTRANS-RXN	GLUTAMIDOTRANS-CPLX	"GLUTAMIDOTRANS-CPLX"	"GLUTAMIDOTRANS-RXN"	PHYSIOL-LEFT-TO-RIGHT	GLN // PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // PROTON // GLT // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR	PHOSPHORIBULOSYL-FORMIMINO-AICAR-P // GLN	PROTON // GLT // D-ERYTHRO-IMIDAZOLE-GLYCEROL-P // AICAR	"PHOSPHORIBULOSYL-FORMIMINO-AICAR-P" // "GLN"	"PROTON" // "GLT" // "D-ERYTHRO-IMIDAZOLE-GLYCEROL-P" // "AICAR"
RXN-10940	CPLX-722	"CPLX-722"	"RXN-10940"	PHYSIOL-LEFT-TO-RIGHT	WATER // MI-HEXAKISPHOSPHATE // MI-PENTAKISPHOSPHATE // Pi	MI-HEXAKISPHOSPHATE // WATER	MI-PENTAKISPHOSPHATE // Pi	"MI-HEXAKISPHOSPHATE" // "WATER"	"MI-PENTAKISPHOSPHATE" // "Pi"
